,mem_usage,step
0,100,5404925952
1,200,5442195456
2,300,5471301632
3,400,5498544128
4,500,5527379968
5,600,5555957760
6,700,5585313792
7,800,5614149632
8,900,5643247616
9,1000,5672345600
10,1100,5777043456
11,1200,5826367488
12,1300,5878620160
13,1400,5924040704
14,1500,5976465408
15,1600,6032031744
16,1700,6082355200
17,1800,6133006336
18,1900,6182551552
19,2000,6219001856
20,2100,6248873984
21,2200,6279024640
22,2300,6312660992
23,2400,6343233536
24,2500,6371008512
25,2600,6400913408
26,2700,6437597184
27,2800,6467743744
28,2900,6497886208
29,3000,6528036864
30,3100,6558441472
31,3200,6589337600
32,3300,6619656192
33,3400,6650122240
34,3500,6686818304
35,3600,6716964864
36,3700,6747373568
37,3800,6777520128
38,3900,6807928832
39,4000,6838075392
40,4100,6870745088
41,4200,6900891648
42,4300,6931058688
43,4400,6952538112
44,4500,6979276800
45,4600,6999724032
46,4700,7020564480
47,4800,7047421952
48,4900,7067865088
49,5000,7102435328
50,5100,7203373056
51,5200,7264460800
52,5300,7300366336
53,5400,7342051328
54,5500,7378747392
55,5600,7419904000
56,5700,7461335040
57,5800,7502741504
58,5900,7545208832
59,6000,7593705472
60,6100,7643512832
61,6200,7685722112
62,6300,7724511232
63,6400,7764357120
64,6500,7804465152
65,6600,7844835328
66,6700,7885205504
67,6800,7925313536
68,6900,7960461312
69,7000,7990591488
70,7100,8022188032
71,7200,8042455040
72,7300,8054296576
73,7400,8064561152
74,7500,8075354112
75,7600,8085618688
76,7700,8096161792
77,7800,8106692608
78,7900,8116936704
79,8000,8127463424
80,8100,8138260480
81,8200,8148783104
82,8300,8159047680
83,8400,8169574400
84,8500,8180105216
85,8600,8190369792
86,8700,8201158656
87,8800,8211423232
88,8900,8221954048
89,9000,8231178240
90,9100,8240660480
91,9200,8250916864
92,9300,8261443584
93,9400,8271970304
94,9500,8282501120
95,9600,8293027840
96,9700,8303554560
97,9800,8328237056
98,9900,8338989056
99,10000,8361873408
