,mem_usage,step
0,6768119808,100
1,7921692672,200
2,8874463232,300
3,10013736960,400
4,11268911104,500
5,12555362304,600
6,13756661760,700
7,14779150336,800
8,15988793344,900
9,17142689792,1000
10,18437636096,1100
11,19772465152,1200
12,20952723456,1300
13,22265950208,1400
14,23516954624,1500
15,24746684416,1600
16,26076209152,1700
17,27267342336,1800
18,28631474176,1900
19,30097002496,2000
20,31244197888,2100
21,32623984640,2200
22,34033254400,2300
23,35246755840,2400
24,36571254784,2500
25,37972209664,2600
26,39210340352,2700
27,40483479552,2800
28,41826902016,2900
29,43249426432,3000
30,44389462016,3100
31,45432250368,3200
32,46451060736,3300
33,47438852096,3400
34,48684167168,3500
35,50005319680,3600
36,51305295872,3700
37,52702183424,3800
38,54073888768,3900
39,55320223744,4000
40,56885882880,4100
41,58250133504,4200
42,59657244672,4300
43,60836696064,4400
44,62170460160,4500
45,63450419200,4600
46,64620310528,4700
47,65914441728,4800
48,67056168960,4900
49,68344393728,5000
