,mem_usage,step,replay_usage
0,100,5391155200,0
1,200,5388836864,0
2,300,5388595200,0
3,400,5391077376,0
4,500,5393219584,0
5,600,5395181568,0
6,700,5397172224,0
7,800,5397962752,0
8,900,5397147648,0
9,1000,5397671936,0
10,1100,5452431360,0
11,1200,5447413760,0
12,1300,5448912896,0
13,1400,5458079744,0
14,1500,5459718144,0
15,1600,5461286912,0
16,1700,5461172224,0
17,1800,5468024832,0
18,1900,5470982144,0
19,2000,5472235520,0
20,2100,5471318016,0
21,2200,5480296448,0
22,2300,5481943040,0
23,2400,5490253824,0
24,2500,5491585024,0
25,2600,5496348672,0
26,2700,5497659392,0
27,2800,5502349312,0
28,2900,5506101248,0
29,3000,5506994176,0
30,3100,5508304896,0
31,3200,5509357568,0
32,3300,5510406144,0
33,3400,5517869056,0
34,3500,5518352384,0
35,3600,5518852096,0
36,3700,5519900672,0
37,3800,5520949248,0
38,3900,5521936384,0
39,4000,5529083904,0
40,4100,5530402816,0
41,4200,5530849280,0
42,4300,5531377664,0
43,4400,5531537408,0
44,4500,5537501184,0
45,4600,5532291072,0
46,4700,5532291072,0
47,4800,5532913664,0
48,4900,5533450240,0
49,5000,5573201920,0
