,mem_usage,step
0,5122609152,100
1,5131522048,200
2,5140459520,300
3,6168301568,400
4,6191845376,500
5,6201540608,600
6,6211829760,700
7,6222053376,800
8,6232080384,900
9,6254243840,1000
10,6263148544,1100
11,6273634304,1200
12,6283661312,1300
13,6293708800,1400
