,mem_usage,step,replay_usage
0,100,5364428800,0
1,200,5365428224,0
2,300,5366853632,0
3,400,5366267904,0
4,500,5365972992,0
5,600,5367226368,0
6,700,5368537088,0
7,800,5369847808,0
8,900,5370896384,0
9,1000,5372207104,0
10,1100,5419945984,0
11,1200,5419409408,0
12,1300,5419933696,0
13,1400,5420986368,0
14,1500,5421776896,0
15,1600,5428592640,0
16,1700,5423087616,0
17,1800,5430165504,0
18,1900,5431361536,0
19,2000,5433208832,0
20,2100,5433061376,0
21,2200,5435027456,0
22,2300,5435289600,0
23,2400,5438435328,0
24,2500,5439348736,0
25,2600,5435420672,0
26,2700,5435944960,0
27,2800,5436207104,0
28,2900,5436731392,0
29,3000,5437042688,0
30,3100,5429657600,0
31,3200,5443784704,0
32,3300,5437997056,0
33,3400,5438279680,0
34,3500,5433176064,0
35,3600,5433450496,0
36,3700,5433782272,0
37,3800,5447180288,0
38,3900,5447180288,0
39,4000,5447180288,0
40,4100,5447430144,0
41,4200,5447704576,0
42,4300,5448228864,0
43,4400,5451243520,0
44,4500,5452750848,0
45,4600,5453053952,0
46,4700,5453316096,0
47,4800,5453840384,0
48,4900,5454102528,0
49,5000,5492834304,0
