,mem_usage,step
0,100,5356457984
1,200,5358034944
2,300,5359611904
3,400,5359861760
4,500,5361438720
5,600,5363019776
6,700,5364318208
7,800,5365895168
8,900,5368020992
9,1000,5388759040
10,1100,5393506304
11,1200,5388554240
12,1300,5389742080
13,1400,5392715776
14,1500,5396500480
15,1600,5399203840
16,1700,5402177536
17,1800,5405421568
18,1900,5408149504
19,2000,5430607872
20,2100,5443018752
21,2200,5438562304
22,2300,5438414848
23,2400,5439160320
24,2500,5440471040
25,2600,5441777664
26,2700,5443092480
27,2800,5444411392
28,2900,5445185536
29,3000,5445185536
30,3100,5445185536
31,3200,5445423104
32,3300,5447548928
33,3400,5448138752
34,3500,5449449472
35,3600,5450498048
36,3700,5451808768
37,3800,5452869632
38,3900,5454168064
39,4000,5452595200
40,4100,5451284480
41,4200,5451284480
42,4300,5453643776
43,4400,5453905920
44,4500,5454430208
45,4600,5454954496
46,4700,5455478784
47,4800,5457059840
48,4900,5458100224
49,5000,5458518016
