,mem_usage,step
0,7171330048,100
1,8688750592,200
2,10387558400,300
3,11901136896,400
4,13673148416,500
5,15222677504,600
6,16877588480,700
7,18443882496,800
8,19897098240,900
9,21569376256,1000
10,23257313280,1100
11,24911429632,1200
12,26377932800,1300
13,28162277376,1400
14,29884760064,1500
15,31410233344,1600
16,33005785088,1700
17,34640683008,1800
18,36444995584,1900
19,38113226752,2000
20,39854911488,2100
21,41513152512,2200
22,43078836224,2300
23,44702261248,2400
24,46525718528,2500
25,48263553024,2600
26,50043142144,2700
27,51783204864,2800
28,53541158912,2900
29,55093981184,3000
30,56616419328,3100
31,58321809408,3200
32,60046209024,3300
33,61871161344,3400
34,63514652672,3500
35,65092780032,3600
36,66611625984,3700
37,68292595712,3800
38,69971587072,3900
39,71688753152,4000
40,73368256512,4100
41,75023024128,4200
42,76682600448,4300
43,78295339008,4400
44,80002445312,4500
45,81753108480,4600
46,83437441024,4700
47,85073846272,4800
48,86698549248,4900
49,88420757504,5000
