,mem_usage,step,replay_usage
0,100,5423566848,0
1,200,5424517120,0
2,300,5425004544,0
3,400,5428051968,0
4,500,5422022656,0
5,600,5423034368,0
6,700,5425000448,0
7,800,5426786304,0
8,900,5429059584,0
9,1000,5430079488,0
10,1100,5491568640,0
11,1200,5491286016,0
12,1300,5492072448,0
13,1400,5493129216,0
14,1500,5495750656,0
15,1600,5497581568,0
16,1700,5500403712,0
17,1800,5503418368,0
18,1900,5517770752,0
19,2000,5521494016,0
20,2100,5522763776,0
21,2200,5528383488,0
22,2300,5530390528,0
23,2400,5531701248,0
24,2500,5538988032,0
25,2600,5541785600,0
26,2700,5542952960,0
27,2800,5544198144,0
28,2900,5544427520,0
29,3000,5544427520,0
30,3100,5544706048,0
31,3200,5545820160,0
32,3300,5549232128,0
33,3400,5549494272,0
34,3500,5549756416,0
35,3600,5553537024,0
36,3700,5554884608,0
37,3800,5555695616,0
38,3900,5556236288,0
39,4000,5556391936,0
40,4100,5556391936,0
41,4200,5556654080,0
42,4300,5556916224,0
43,4400,5563502592,0
44,4500,5564301312,0
45,4600,5564841984,0
46,4700,5565480960,0
47,4800,5566021632,0
48,4900,5566779392,0
49,5000,5651271680,0
