,mem_usage,step
0,4930281472,100
1,4940210176,200
2,5166096384,300
3,5173956608,400
4,5192577024,500
5,5215485952,600
6,5233868800,700
7,5243097088,800
8,5252231168,900
9,5269651456,1000
10,5278466048,1100
11,5295247360,1200
12,5304127488,1300
13,5325651968,1400
14,5352353792,1500
