,mem_usage,step
0,100,5347176448
1,200,5376671744
2,300,5416681472
3,400,5456232448
4,500,5496033280
5,600,5535416320
6,700,5575081984
7,800,5614669824
8,900,5654257664
9,1000,5693730816
10,1100,5798170624
11,1200,5831553024
12,1300,5875666944
13,1400,5916823552
14,1500,5956435968
15,1600,5996302336
16,1700,6035894272
17,1800,6072455168
18,1900,6105616384
19,2000,6154719232
20,2100,6183579648
21,2200,6234320896
22,2300,6273863680
23,2400,6313246720
24,2500,6349549568
25,2600,6386192384
26,2700,6432669696
27,2800,6472925184
28,2900,6512689152
29,3000,6554763264
30,3100,6592512000
31,3200,6622478336
32,3300,6671011840
33,3400,6703017984
34,3500,6747181056
35,3600,6787907584
36,3700,6833045504
37,3800,6869983232
38,3900,6907338752
39,4000,6949777408
40,4100,6990942208
41,4200,7031808000
42,4300,7077134336
43,4400,7108268032
44,4500,7144419328
45,4600,7178121216
46,4700,7227842560
47,4800,7269298176
48,4900,7313170432
49,5000,7376605184
