,mem_usage,step
0,100,5121462272
1,200,5125021696
2,300,5325459456
3,400,5326770176
4,500,5327032320
5,600,5327286272
6,700,5327634432
7,800,5332062208
8,900,5332062208
9,1000,5332062208
10,1100,5332299776
11,1200,5332299776
12,1300,5334052864
13,1400,5337292800
14,1500,5340803072
15,1600,5344043008
16,1700,5347557376
17,1800,5350797312
18,1900,5354311680
19,2000,5357551616
20,2100,5381849088
21,2200,5385596928
22,2300,5389639680
23,2400,5392596992
24,2500,5397188608
25,2600,5400465408
26,2700,5404536832
27,2800,5408645120
28,2900,5412593664
29,3000,5416505344
30,3100,5420503040
31,3200,5424951296
32,3300,5428457472
33,3400,5433225216
34,3500,5435445248
35,3600,5440233472
36,3700,5444493312
37,3800,5448294400
38,3900,5452378112
39,4000,5456576512
40,4100,5460439040
41,4200,5464350720
42,4300,5468200960
43,4400,5471399936
44,4500,5476409344
45,4600,5479649280
46,4700,5483778048
47,4800,5487665152
48,4900,5491286016
49,5000,5495373824
