,mem_usage,step
0,5426233344,100
1,5648220160,200
2,5830144000,300
3,6085611520,400
4,6303031296,500
5,9151737856,600
6,9356242944,700
7,9730195456,800
8,9925332992,900
9,10112110592,1000
10,10419965952,1100
11,10713468928,1200
12,10912808960,1300
13,11793997824,1400
14,12070502400,1500
