,mem_usage,step
0,5217927168,100
1,5271138304,200
2,5323300864,300
3,5379424256,400
4,5471748096,500
5,5549715456,600
6,5643960320,700
7,5708365824,800
8,5796110336,900
9,5896335360,1000
10,6054563840,1100
11,6127833088,1200
12,6190333952,1300
13,6247890944,1400
14,6359949312,1500
15,6452912128,1600
16,6543335424,1700
17,6647963648,1800
18,6715748352,1900
19,6801223680,2000
20,6894129152,2100
21,6977896448,2200
22,7077646336,2300
23,7170322432,2400
24,7250640896,2500
25,7341826048,2600
26,7433170944,2700
27,7507517440,2800
28,7615979520,2900
29,7702216704,3000
30,7798374400,3100
31,7891554304,3200
32,7986290688,3300
33,8070578176,3400
34,8176021504,3500
35,8262692864,3600
36,8354095104,3700
37,8428277760,3800
38,8535678976,3900
39,8615809024,4000
40,8698703872,4100
41,8798838784,4200
42,8900231168,4300
43,8992727040,4400
44,9089675264,4500
45,9175973888,4600
46,9268801536,4700
47,9362427904,4800
48,9463484416,4900
49,9560993792,5000
