,mem_usage,step
0,6515785728,100
1,7463239680,200
2,8246222848,300
3,9262768128,400
4,10232631296,500
5,11115925504,600
6,12121759744,700
7,13050847232,800
8,13951057920,900
9,14856151040,1000
10,15931031552,1100
11,16826703872,1200
12,17877323776,1300
13,18850189312,1400
14,19856224256,1500
15,20878303232,1600
16,21867069440,1700
17,22937485312,1800
18,23972564992,1900
19,24855355392,2000
20,25857175552,2100
21,26889838592,2200
22,27901042688,2300
23,28883337216,2400
24,29887795200,2500
25,30918705152,2600
26,31954370560,2700
27,32902414336,2800
28,33932627968,2900
29,34951262208,3000
30,35967049728,3100
31,36962086912,3200
32,38055829504,3300
33,39090016256,3400
34,40123731968,3500
35,41138728960,3600
36,42170765312,3700
37,43221323776,3800
38,44246781952,3900
39,45233201152,4000
40,46220156928,4100
41,47332192256,4200
42,48348930048,4300
43,49213054976,4400
44,50227539968,4500
45,51270168576,4600
46,52293160960,4700
47,53245493248,4800
48,54282493952,4900
