,mem_usage,step,replay_usage
0,100,5357678592,0
1,200,5397475328,0
2,300,5436809216,0
3,400,5476360192,0
4,500,5515911168,0
5,600,5555671040,0
6,700,5595189248,0
7,800,5644980224,0
8,900,5676302336,0
9,1000,5715767296,0
10,1100,5816385536,0
11,1200,5860950016,0
12,1300,5897981952,0
13,1400,5937704960,0
14,1500,5975814144,0
15,1600,6014443520,0
16,1700,6059028480,0
17,1800,6108577792,0
18,1900,6146961408,0
19,2000,6187507712,0
20,2100,6223695872,0
21,2200,6270169088,0
22,2300,6307602432,0
23,2400,6349279232,0
24,2500,6387507200,0
25,2600,6429483008,0
26,2700,6467489792,0
27,2800,6497357824,0
28,2900,6547095552,0
29,3000,6578245632,0
30,3100,6627250176,0
31,3200,6657044480,0
32,3300,6706540544,0
33,3400,6744662016,0
34,3500,6786117632,0
35,3600,6817824768,0
36,3700,6865530880,0
37,3800,6893600768,0
38,3900,6950051840,0
39,4000,6983299072,0
40,4100,7024939008,0
41,4200,7053889536,0
42,4300,7102500864,0
43,4400,7144448000,0
44,4500,7182274560,0
45,4600,7224057856,0
46,4700,7263903744,0
47,4800,7315099648,0
48,4900,7331815424,0
49,5000,7383982080,0
50,5100,7423000576,0
51,5200,7463522304,0
52,5300,7508086784,0
53,5400,7539032064,0
54,5500,7579410432,0
55,5600,7616696320,0
56,5700,7662862336,0
57,5800,7701958656,0
58,5900,7751270400,0
59,6000,7790895104,0
60,6100,7828430848,0
61,6200,7873556480,0
62,6300,7900045312,0
63,6400,7951470592,0
64,6500,7990132736,0
65,6600,8028946432,0
66,6700,8064000000,0
67,6800,8109498368,0
68,6900,8145354752,0
69,7000,8182661120,0
70,7100,8218071040,0
71,7200,8265105408,0
72,7300,8304844800,0
73,7400,8344039424,0
74,7500,8384856064,0
75,7600,8425672704,0
76,7700,8452706304,0
77,7800,8499740672,0
78,7900,8528912384,0
79,8000,8577839104,0
80,8100,8617574400,0
81,8200,8656805888,0
82,8300,8698540032,0
83,8400,8738279424,0
84,8500,8778547200,0
85,8600,8818143232,0
86,8700,8858841088,0
87,8800,8898215936,0
88,8900,8949161984,0
89,9000,8984846336,0
90,9100,9022959616,0
91,9200,9057828864,0
92,9300,9100537856,0
93,9400,9137033216,0
94,9500,9179742208,0
95,9600,9216503808,0
96,9700,9262190592,0
97,9800,9300725760,0
98,9900,9333592064,0
99,10000,9373630464,0
