,mem_usage,step
0,5521424384,100
1,5812391936,200
2,6161743872,300
3,6503673856,400
4,6861901824,500
5,7151099904,600
6,7486185472,700
7,7798165504,800
8,8130043904,900
9,8496717824,1000
10,8880754688,1100
11,9199083520,1200
12,9536151552,1300
13,9842442240,1400
14,10183708672,1500
15,10519035904,1600
16,10830954496,1700
17,11192311808,1800
18,11503935488,1900
19,11828764672,2000
20,12189753344,2100
21,12585295872,2200
22,12919705600,2300
23,13256896512,2400
24,13589319680,2500
25,13946167296,2600
26,14265266176,2700
27,14669746176,2800
28,14981156864,2900
29,15332470784,3000
30,15688769536,3100
31,16025968640,3200
32,16368656384,3300
33,16688611328,3400
34,17044324352,3500
35,17392336896,3600
36,17706127360,3700
37,18059677696,3800
38,18400178176,3900
39,18740023296,4000
40,19111497728,4100
41,19463405568,4200
42,19845861376,4300
43,20185497600,4400
44,20531699712,4500
45,20882223104,4600
46,21228011520,4700
47,21583462400,4800
48,21924229120,4900
