,mem_usage,step,replay_usage
0,10,1077293056,28896
1,20,1077366784,57696
2,30,1077637120,86496
3,40,1077637120,115296
4,50,1052053504,144096
5,60,1077723136,172896
6,70,1129164800,201696
7,80,1052258304,230496
8,90,1052295168,259296
9,100,1026293760,288096
10,110,975306752,316896
11,120,1051996160,345696
12,130,1077936128,374496
13,140,1077936128,403296
14,150,1052069888,432096
15,160,1052254208,460896
16,170,1052102656,489696
17,180,1052102656,518496
18,190,1052254208,547296
19,200,1052254208,576096
20,210,1026695168,604896
21,220,1026695168,633696
22,230,1026695168,662496
23,240,1052176384,691296
24,250,1052176384,720096
25,260,1052176384,748896
26,270,1052372992,777696
27,280,1052372992,806496
28,290,1052270592,835296
29,300,1052692480,864096
30,310,1053216768,892896
31,320,1053216768,921696
32,330,1053282304,950496
33,340,1053282304,979296
34,350,1053327360,1008096
35,360,1027817472,1036896
36,370,1053224960,1065696
37,380,1053233152,1094496
38,390,1053421568,1123296
39,400,1053421568,1152096
40,410,1053421568,1180896
41,420,1053495296,1209696
42,430,1053495296,1238496
43,440,1053560832,1267296
44,450,1053560832,1296096
45,460,1053458432,1324896
46,470,1053630464,1353696
47,480,1053630464,1382496
48,490,1053630464,1411296
49,500,1053540352,1440096
50,510,1053728768,1468896
51,520,1053728768,1497696
52,530,1053728768,1526496
53,540,1053790208,1555296
54,550,1053790208,1584096
55,560,1053790208,1612896
56,570,1053704192,1641696
57,580,1053896704,1670496
58,590,1053896704,1699296
59,600,1053761536,1728096
60,610,1053974528,1756896
61,620,1028431872,1785696
62,630,1053863936,1814496
63,640,1028472832,1843296
64,650,1054056448,1872096
65,660,1054056448,1900896
66,670,1028554752,1929696
67,680,1053962240,1958496
68,690,1054113792,1987296
69,700,1054003200,2016096
70,710,1054191616,2044896
71,720,1054191616,2073696
72,730,1054191616,2102496
73,740,1054244864,2131296
74,750,1028714496,2160096
75,760,1089212416,2188896
76,770,1140576256,2217696
77,780,1089486848,2246496
78,790,1063510016,2275296
79,800,1063510016,2304096
80,810,1114873856,2332896
81,820,1115144192,2361696
82,830,1089302528,2390496
83,840,1089413120,2419296
84,850,1140776960,2448096
85,860,1038278656,2476896
86,870,1089368064,2505696
87,880,1064030208,2534496
88,890,1115287552,2563296
