,mem_usage,step
0,100,6395551744
1,200,7320535040
2,300,8197976064
3,400,9119244288
4,500,10062581760
5,600,11085377536
6,700,12001546240
7,800,12941840384
8,900,13682606080
9,1000,14670688256
10,1100,15664021504
11,1200,16577454080
12,1300,17540526080
13,1400,18533978112
14,1500,19602206720
15,1600,20473462784
16,1700,21411348480
17,1800,22463033344
18,1900,23462932480
19,2000,24493780992
20,2100,25361145856
21,2200,26553970688
22,2300,27322675200
23,2400,28402470912
24,2500,29305327616
25,2600,30293262336
26,2700,31184154624
27,2800,32191909888
28,2900,33224929280
29,3000,34300801024
30,3100,35226619904
31,3200,36066902016
32,3300,37223034880
33,3400,38233739264
34,3500,39121375232
35,3600,39902994432
36,3700,40697860096
37,3800,41480343552
38,3900,42208972800
39,4000,42959736832
40,4100,43943018496
41,4200,44848304128
42,4300,45782237184
43,4400,46821892096
44,4500,47737614336
45,4600,48855347200
46,4700,49780662272
47,4800,50673065984
48,4900,51745787904
49,5000,52580114432
