,mem_usage,step,replay_usage
0,100,5342617600,0
1,200,5343608832,0
2,300,5344595968,0
3,400,5345120256,0
4,500,5345644544,0
5,600,5345267712,0
6,700,5345267712,0
7,800,5345267712,0
8,900,5345267712,0
9,1000,5345370112,0
10,1100,5379874816,0
11,1200,5380042752,0
12,1300,5380304896,0
13,1400,5380567040,0
14,1500,5380829184,0
15,1600,5380829184,0
16,1700,5391060992,0
17,1800,5391847424,0
18,1900,5392896000,0
19,2000,5393682432,0
20,2100,5394468864,0
21,2200,5395255296,0
22,2300,5395779584,0
23,2400,5388959744,0
24,2500,5388959744,0
25,2600,5388959744,0
26,2700,5389033472,0
27,2800,5389033472,0
28,2900,5414158336,0
29,3000,5414227968,0
30,3100,5414752256,0
31,3200,5415276544,0
32,3300,5415538688,0
33,3400,5415800832,0
34,3500,5416587264,0
35,3600,5417136128,0
36,3700,5417676800,0
37,3800,5418201088,0
38,3900,5418725376,0
39,4000,5419515904,0
40,4100,5420036096,0
41,4200,5420298240,0
42,4300,5420560384,0
43,4400,5421084672,0
44,4500,5421871104,0
45,4600,5422395392,0
46,4700,5422919680,0
47,4800,5423443968,0
48,4900,5424230400,0
49,5000,5424754688,0
