,mem_usage,step
0,5430325248,100
1,5467590656,200
2,5462323200,300
3,5461565440,400
4,5477498880,500
5,5482467328,600
6,5506678784,700
7,5527904256,800
8,5568712704,900
9,5568835584,1000
10,5644402688,1100
11,5674688512,1200
12,5678161920,1300
13,5702877184,1400
14,5704634368,1500
15,5730947072,1600
16,5744742400,1700
17,5748015104,1800
18,5775728640,1900
19,5780496384,2000
20,5820178432,2100
21,5841526784,2200
22,5850804224,2300
23,5865668608,2400
24,5866573824,2500
25,5884682240,2600
26,5891604480,2700
27,5918900224,2800
28,5921329152,2900
29,5940879360,3000
30,5989212160,3100
31,5989425152,3200
32,6000869376,3300
33,6037245952,3400
34,6039896064,3500
35,6046818304,3600
36,6069698560,3700
37,6078844928,3800
38,6107590656,3900
39,6109978624,4000
40,6131830784,4100
41,6148939776,4200
42,6168899584,4300
43,6177292288,4400
44,6179151872,4500
45,6205272064,4600
46,6224293888,4700
47,6239944704,4800
48,6252044288,4900
