,mem_usage,step
0,100,7594143744
1,200,9482502144
2,300,11225448448
3,400,12968644608
4,500,14711226368
5,600,16453955584
6,700,18195824640
7,800,19936899072
8,900,21679034368
9,1000,23453638656
10,1100,25536221184
11,1200,27354918912
12,1300,29298692096
13,1400,30857175040
14,1500,32358080512
15,1600,33862062080
16,1700,35366092800
17,1800,36870873088
18,1900,38375751680
19,2000,39886385152
20,2100,40614580224
21,2200,40621932544
22,2300,40623452160
23,2400,40624463872
24,2500,40625348608
25,2600,40626397184
26,2700,40625115136
27,2800,40625348608
28,2900,40742096896
29,3000,42614190080
30,3100,42648485888
31,3200,42653110272
32,3300,42655084544
33,3400,42667257856
34,3500,43523239936
35,3600,45481439232
36,3700,47268294656
37,3800,49207685120
38,3900,49776001024
39,4000,49776128000
40,4100,50025447424
41,4200,50029117440
42,4300,50030608384
43,4400,50031738880
44,4500,50032267264
45,4600,50034098176
46,4700,50034884608
47,4800,50035408896
48,4900,50039083008
49,5000,50040659968
