,mem_usage,step
0,8170967040,100
1,10455515136,200
2,12438245376,300
3,14946992128,400
4,17562505216,500
5,20055527424,600
6,22388576256,700
7,24511401984,800
8,26490261504,900
9,28388102144,1000
10,30286651392,1100
11,32185958400,1200
12,34085683200,1300
13,35985203200,1400
14,37884518400,1500
15,40349241344,1600
16,42845667328,1700
17,44871815168,1800
18,46847160320,1900
19,48821424128,2000
20,50525241344,2100
21,50862063616,2200
22,50862063616,2300
23,50862063616,2400
24,50862063616,2500
25,51714945024,2600
26,54335266816,2700
27,55663427584,2800
28,56827441152,2900
29,57421905920,3000
30,57837875200,3100
31,57837879296,3200
32,57833123840,3300
33,57833123840,3400
34,57833123840,3500
35,57833123840,3600
36,57833857024,3700
37,57833857024,3800
38,57833857024,3900
39,57833857024,4000
40,57833857024,4100
41,58688913408,4200
42,58688659456,4300
43,58688659456,4400
44,58688663552,4500
45,58688663552,4600
46,59578064896,4700
47,61638025216,4800
48,62868049920,4900
49,62961696768,5000
50,63930576896,5100
51,64500871168,5200
52,64500871168,5300
53,64500871168,5400
54,64500871168,5500
