,mem_usage,step
0,100,5468262400
1,200,5603143680
2,300,5733064704
3,400,5886341120
4,500,6011113472
5,600,6159593472
6,700,6291423232
7,800,6425702400
8,900,6562832384
9,1000,6697791488
10,1100,6829379584
11,1200,6966128640
12,1300,7103397888
13,1400,7213793280
14,1500,7363899392
15,1600,7512756224
16,1700,7649693696
17,1800,7777226752
18,1900,7897018368
19,2000,8024842240
20,2100,8182931456
21,2200,8317202432
22,2300,8469696512
23,2400,8613019648
24,2500,8759554048
25,2600,8902692864
26,2700,9033322496
27,2800,9186164736
28,2900,9328877568
29,3000,9461276672
30,3100,9614254080
31,3200,9751162880
32,3300,9894674432
33,3400,10033008640
34,3500,10188464128
35,3600,10316627968
36,3700,10441564160
37,3800,10601271296
38,3900,10756739072
39,4000,10895495168
40,4100,11047575552
41,4200,11189321728
42,4300,11321356288
43,4400,11480678400
44,4500,11634294784
45,4600,11771203584
46,4700,11885432832
47,4800,12030062592
48,4900,12173914112
49,5000,12320583680
