,mem_usage,step
0,5564833792,100
1,6808739840,200
2,7106105344,300
3,7578275840,400
4,7958589440,500
5,8539832320,600
6,8852426752,700
7,9188720640,800
8,9836036096,900
9,10324418560,1000
10,10399256576,1100
11,11110326272,1200
12,11306545152,1300
13,11638333440,1400
14,11921326080,1500
15,12561268736,1600
16,12890619904,1700
17,13194252288,1800
18,13504376832,1900
19,13844119552,2000
20,14328696832,2100
21,14823497728,2200
22,15107137536,2300
23,15472046080,2400
24,15922835456,2500
