,mem_usage,step,replay_usage
0,100,5549228032,0
1,200,5551464448,0
2,300,5557018624,0
3,400,5555531776,0
4,500,5560340480,0
5,600,5555007488,0
6,700,5558149120,0
7,800,5560647680,0
8,900,5557338112,0
9,1000,5558214656,0
10,1100,5593137152,0
11,1200,5593235456,0
12,1300,5594284032,0
13,1400,5596131328,0
14,1500,5599051776,0
15,1600,5601140736,0
16,1700,5601185792,0
17,1800,5601910784,0
18,1900,5603221504,0
19,2000,5605105664,0
20,2100,5606629376,0
21,2200,5608202240,0
22,2300,5610037248,0
23,2400,5611917312,0
24,2500,5613707264,0
25,2600,5614489600,0
26,2700,5640974336,0
27,2800,5642551296,0
28,2900,5644120064,0
29,3000,5645430784,0
30,3100,5646741504,0
31,3200,5648314368,0
32,3300,5649633280,0
33,3400,5650681856,0
34,3500,5651726336,0
35,3600,5652774912,0
36,3700,5652029440,0
37,3800,5652496384,0
38,3900,5653020672,0
39,4000,5653372928,0
40,4100,5653897216,0
41,4200,5654433792,0
42,4300,5654810624,0
43,4400,5667917824,0
44,4500,5668704256,0
45,4600,5669490688,0
46,4700,5670014976,0
47,4800,5669888000,0
48,4900,5669888000,0
49,5000,5813985280,0
