,mem_usage,step
0,10,1102548992
1,20,1128181760
2,30,1128128512
3,40,1128128512
4,50,1077096448
5,60,1154105344
6,70,1102536704
7,80,1154101248
8,90,1154101248
9,100,1077215232
10,110,1102573568
11,120,1102774272
12,130,1102774272
13,140,1102774272
14,150,1102774272
15,160,1102774272
16,170,1102774272
17,180,1102774272
18,190,1102774272
19,200,1102774272
20,210,1102774272
21,220,1102774272
22,230,1102794752
23,240,1102794752
24,250,1102905344
25,260,1102905344
26,270,1102905344
27,280,1102905344
28,290,1154297856
29,300,1154752512
30,310,1155264512
31,320,1155264512
32,330,1155264512
33,340,1155334144
34,350,1155334144
35,360,1155399680
36,370,1155399680
37,380,1078505472
38,390,1103831040
39,400,1104089088
40,410,1104089088
41,420,1104089088
42,430,1104154624
43,440,1104154624
44,450,1104228352
45,460,1104228352
46,470,1104261120
47,480,1104261120
48,490,1104261120
49,500,1155706880
50,510,1491120128
51,520,1491128320
52,530,1491156992
53,540,1491185664
54,550,1491202048
55,560,1491214336
56,570,1491238912
57,580,1491259392
58,590,1491283968
59,600,1491296256
60,610,1491324928
61,620,1491341312
62,630,1491365888
63,640,1491386368
64,650,1491415040
65,660,1491427328
66,670,1491451904
67,680,1491468288
68,690,1491492864
69,700,1491513344
70,710,1491537920
71,720,1491554304
72,730,1491578880
73,740,1491591168
74,750,1491615744
75,760,1491636224
76,770,1491656704
77,780,1491668992
78,790,1491705856
79,800,1491726336
80,810,1491746816
81,820,1491759104
82,830,1491791872
83,840,1491804160
84,850,1491824640
85,860,1491836928
86,870,1491869696
87,880,1491881984
88,890,1491906560
89,900,1491922944
90,910,1491951616
91,920,1491951616
92,930,1491988480
93,940,1492004864
94,950,1492033536
95,960,1492045824
96,970,1492070400
97,980,1492086784
98,990,1492107264
99,1000,1492127744
100,1010,1492144128
101,1020,1492148224
102,1030,1492148224
103,1040,1492148224
104,1050,1492168704
105,1060,1492176896
106,1070,1504075776
107,1080,1562333184
108,1090,1562456064
109,1100,1581096960
110,1110,1613856768
111,1120,1613856768
112,1130,1613856768
113,1140,1613864960
114,1150,1613881344
115,1160,1613889536
116,1170,1613901824
117,1180,1613905920
118,1190,1613905920
119,1200,1638494208
120,1210,1638494208
121,1220,1689858048
122,1230,1689858048
123,1240,1689858048
124,1250,1689858048
125,1260,1639653376
126,1270,1639653376
127,1280,1639653376
128,1290,1639653376
129,1300,1588289536
130,1310,1588297728
131,1320,1613996032
132,1330,1614008320
133,1340,1614020608
134,1350,1614020608
135,1360,1614024704
136,1370,1614024704
137,1380,1614024704
138,1390,1614061568
139,1400,1614065664
140,1410,1614077952
141,1420,1588178944
142,1430,1598304256
143,1440,1630826496
144,1450,1656643584
145,1460,1656643584
146,1470,1598570496
147,1480,1630736384
148,1490,1630953472
149,1500,1656643584
150,1510,1681240064
151,1520,1681240064
152,1530,1681240064
153,1540,1624260608
154,1550,1665556480
155,1560,1665556480
156,1570,1639944192
157,1580,1640161280
158,1590,1640161280
159,1600,1640161280
160,1610,1653542912
161,1620,1653542912
162,1630,1653542912
163,1640,1653542912
164,1650,1653542912
165,1660,1653542912
166,1670,1653542912
167,1680,1656107008
168,1690,1656107008
169,1700,1656107008
170,1710,1656107008
171,1720,1656107008
172,1730,1656107008
173,1740,1656107008
174,1750,1656107008
175,1760,1656107008
176,1770,1656107008
177,1780,1656107008
178,1790,1656107008
179,1800,1656107008
180,1810,1656107008
181,1820,1656107008
182,1830,1656107008
183,1840,1656107008
184,1850,1656107008
185,1860,1656107008
186,1870,1656107008
187,1880,1656107008
188,1890,1656107008
189,1900,1655898112
190,1910,1655898112
191,1920,1655898112
192,1930,1655898112
193,1940,1655898112
194,1950,1655898112
195,1960,1655898112
196,1970,1655898112
197,1980,1655898112
198,1990,1655898112
199,2000,1655898112
200,2010,1655898112
201,2020,1655898112
202,2030,1655898112
203,2040,1655898112
204,2050,1655898112
205,2060,1655898112
206,2070,1655898112
207,2080,1655898112
208,2090,1655898112
209,2100,1655898112
210,2110,1655898112
211,2120,1655898112
212,2130,1655898112
213,2140,1655898112
214,2150,1655898112
215,2160,1655898112
216,2170,1655898112
217,2180,1655898112
218,2190,1655898112
219,2200,1655898112
220,2210,1655898112
221,2220,1655898112
222,2230,1663504384
223,2240,1663770624
224,2250,1663770624
225,2260,1663770624
226,2270,1663770624
227,2280,1663770624
228,2290,1663770624
229,2300,1663770624
230,2310,1663770624
231,2320,1663770624
232,2330,1663770624
233,2340,1663770624
234,2350,1663770624
235,2360,1663770624
236,2370,1663770624
237,2380,1663770624
238,2390,1663770624
239,2400,1663770624
240,2410,1663770624
241,2420,1663770624
242,2430,1663770624
243,2440,1663770624
244,2450,1663770624
245,2460,1663770624
246,2470,1663770624
247,2480,1663770624
248,2490,1664819200
249,2500,1664819200
250,2510,1664819200
251,2520,1658806272
252,2530,1658806272
253,2540,1658806272
254,2550,1658806272
255,2560,1658806272
256,2570,1658806272
257,2580,1658806272
258,2590,1658806272
259,2600,1658806272
260,2610,1658806272
261,2620,1658806272
262,2630,1658806272
263,2640,1665343488
264,2650,1665343488
265,2660,1665343488
266,2670,1665343488
267,2680,1665343488
268,2690,1665343488
269,2700,1665343488
270,2710,1665343488
271,2720,1665343488
272,2730,1665343488
273,2740,1665343488
274,2750,1665343488
275,2760,1665343488
276,2770,1665343488
277,2780,1665343488
278,2790,1665343488
279,2800,1665343488
280,2810,1665343488
281,2820,1665343488
282,2830,1665343488
283,2840,1661337600
284,2850,1661337600
285,2860,1661337600
286,2870,1661337600
287,2880,1661337600
288,2890,1661337600
289,2900,1661337600
290,2910,1661337600
291,2920,1661337600
292,2930,1661337600
293,2940,1658503168
294,2950,1658503168
295,2960,1658503168
296,2970,1658503168
297,2980,1658503168
298,2990,1658503168
