game,original_size,avg_compressed_size
atari_space_invaders.gif,100800,2542.5555555555557
atari_tennis.gif,100800,1526.8484848484848
atari_pong.gif,100800,446.55555555555554
butterfly_knights_archers_zombies.gif,2764800,31252.9797979798
atari_warlords.gif,100800,1924.5959595959596
atari_boxing.gif,100800,3065.5555555555557
atari_maze_craze.gif,120000,3800.4444444444443
atari_flag_capture.gif,100800,2284.4848484848485
butterfly_prison.gif,1462500,32576.949494949495
