,mem_usage,step,replay_usage
0,100,5351600128,0
1,200,5351866368,0
2,300,5352112128,0
3,400,5352345600,0
4,500,5352624128,0
5,600,5352771584,0
6,700,5353033728,0
7,800,5363011584,0
8,900,5356761088,0
9,1000,5356761088,0
10,1100,5393170432,0
11,1200,5393170432,0
12,1300,5393170432,0
13,1400,5393170432,0
14,1500,5393170432,0
15,1600,5393170432,0
16,1700,5393170432,0
17,1800,5400977408,0
18,1900,5400977408,0
19,2000,5400977408,0
20,2100,5401239552,0
21,2200,5401501696,0
22,2300,5401763840,0
23,2400,5401763840,0
24,2500,5402025984,0
25,2600,5402288128,0
26,2700,5402550272,0
27,2800,5401497600,0
28,2900,5401497600,0
29,3000,5401763840,0
30,3100,5402136576,0
31,3200,5402398720,0
32,3300,5402660864,0
33,3400,5402923008,0
34,3500,5403181056,0
35,3600,5403185152,0
36,3700,5403447296,0
37,3800,5404651520,0
38,3900,5404651520,0
39,4000,5404651520,0
40,4100,5404651520,0
41,4200,5417349120,0
42,4300,5417349120,0
43,4400,5417349120,0
44,4500,5423558656,0
45,4600,5423558656,0
46,4700,5423648768,0
47,4800,5433114624,0
48,4900,5438337024,0
49,5000,5438599168,0
50,5100,5438599168,0
51,5200,5427580928,0
52,5300,5427580928,0
53,5400,5427580928,0
54,5500,5427580928,0
55,5600,5427580928,0
56,5700,5427580928,0
57,5800,5427580928,0
58,5900,5431255040,0
59,6000,5431517184,0
60,6100,5431517184,0
61,6200,5431779328,0
62,6300,5431779328,0
63,6400,5432041472,0
64,6500,5432303616,0
65,6600,5432565760,0
66,6700,5432827904,0
67,6800,5432827904,0
68,6900,5432041472,0
69,7000,5432303616,0
70,7100,5432565760,0
71,7200,5432827904,0
72,7300,5433090048,0
73,7400,5433090048,0
74,7500,5433352192,0
75,7600,5433614336,0
76,7700,5433876480,0
77,7800,5434138624,0
78,7900,5438726144,0
79,8000,5438726144,0
80,8100,5438726144,0
81,8200,5438726144,0
82,8300,5438726144,0
83,8400,5438726144,0
84,8500,5438726144,0
85,8600,5438726144,0
86,8700,5438726144,0
87,8800,5438726144,0
88,8900,5436899328,0
89,9000,5436899328,0
90,9100,5436899328,0
91,9200,5436899328,0
92,9300,5436899328,0
93,9400,5436899328,0
94,9500,5436899328,0
95,9600,5436899328,0
96,9700,5436899328,0
97,9800,5436899328,0
98,9900,5439283200,0
99,10000,5445156864,0
