,mem_usage,step
0,5626318848,100
1,6171045888,200
2,6723604480,300
3,7238959104,400
4,7688749056,500
5,9004916736,600
6,9437220864,700
7,10078523392,800
8,10460323840,900
9,11658866688,1000
10,12018528256,1100
11,12506865664,1200
12,12939546624,1300
13,13327507456,1400
14,13787840512,1500
