,mem_usage,step
0,6777012224,100
1,7964229632,200
2,9149431808,300
3,10338238464,400
4,11526078464,500
5,12713889792,600
6,13901639680,700
7,15088369664,800
8,16275472384,900
9,17489956864,1000
10,18860974080,1100
11,19942596608,1200
12,21282652160,1300
13,22354534400,1400
14,23382081536,1500
15,24409358336,1600
16,25429540864,1700
17,26454925312,1800
18,27482472448,1900
19,28510359552,2000
20,29007126528,2100
21,29010518016,2200
22,29010804736,2300
23,29011488768,2400
24,29012013056,2500
25,29006528512,2600
26,29006528512,2700
27,29006528512,2800
28,29006528512,2900
29,29006528512,3000
30,29006528512,3100
31,29012480000,3200
32,29011955712,3300
33,29011955712,3400
34,29011955712,3500
35,30034362368,3600
36,31049744384,3700
37,32072155136,3800
38,32273625088,3900
39,32273625088,4000
40,32273625088,4100
41,32274513920,4200
42,32274804736,4300
43,32274804736,4400
44,32275066880,4500
45,32276398080,4600
46,32274239488,4700
47,32274239488,4800
48,32274239488,4900
49,32274239488,5000
50,32274239488,5100
