,mem_usage,step
0,5603483648,100
1,5913120768,200
2,6296002560,300
3,6721232896,400
4,7082401792,500
5,7535636480,600
6,7879278592,700
7,8208281600,800
8,8550871040,900
9,8943042560,1000
10,9332772864,1100
11,9668386816,1200
12,10064306176,1300
13,10452189184,1400
14,10770919424,1500
15,11173711872,1600
16,11522830336,1700
17,11915411456,1800
18,12211548160,1900
19,12633858048,2000
20,13025546240,2100
21,13388922880,2200
22,13754380288,2300
23,14151475200,2400
24,14498754560,2500
