,mem_usage,step
0,100,9612124160
1,200,13079990272
2,300,16014618624
3,400,20282785792
4,500,23769186304
5,600,27016433664
6,700,30264037376
7,800,33511518208
8,900,36758315008
9,1000,40008937472
10,1100,43256303616
11,1200,46504251392
12,1300,49751908352
13,1400,53771735040
14,1500,57138040832
15,1600,60301467648
16,1700,63464329216
17,1800,66627039232
18,1900,69791096832
19,2000,72957685760
20,2100,74479308800
21,2200,74481917952
22,2300,74487947264
23,2400,74497282048
24,2500,74504355840
25,2600,74499604480
26,2700,74500128768
27,2800,74501169152
28,2900,76209192960
29,3000,77590949888
30,3100,77595267072
31,3200,77599531008
32,3300,77603954688
33,3400,77605302272
34,3500,78279516160
35,3600,81501134848
36,3700,85300494336
37,3800,88437170176
38,3900,91039191040
39,4000,91042287616
40,4100,91171418112
41,4200,91175849984
42,4300,91177541632
43,4400,91181641728
44,4500,91186565120
45,4600,91188400128
46,4700,91191504896
47,4800,91192950784
48,4900,91195482112
49,5000,91199610880
