,mem_usage,step,replay_usage
0,100,5351616512,0
1,200,5351796736,0
2,300,5352026112,0
3,400,5352181760,0
4,500,5352366080,0
5,600,5352546304,0
6,700,5352730624,0
7,800,5352824832,0
8,900,5352824832,0
9,1000,5362208768,0
10,1100,5362208768,0
11,1200,5362208768,0
12,1300,5362208768,0
13,1400,5362475008,0
14,1500,5362544640,0
15,1600,5362806784,0
16,1700,5362806784,0
17,1800,5363068928,0
18,1900,5363068928,0
19,2000,5372768256,0
20,2100,5395304448,0
21,2200,5395304448,0
22,2300,5395304448,0
23,2400,5395304448,0
24,2500,5395304448,0
25,2600,5395304448,0
26,2700,5395304448,0
27,2800,5395304448,0
28,2900,5395304448,0
29,3000,5384634368,0
30,3100,5384896512,0
31,3200,5384896512,0
32,3300,5385121792,0
33,3400,5385121792,0
34,3500,5385121792,0
35,3600,5385363456,0
36,3700,5385625600,0
37,3800,5385928704,0
38,3900,5386092544,0
39,4000,5385302016,0
40,4100,5385650176,0
41,4200,5385650176,0
42,4300,5385650176,0
43,4400,5385650176,0
44,4500,5385650176,0
45,4600,5385650176,0
46,4700,5385650176,0
47,4800,5385650176,0
48,4900,5385650176,0
49,5000,5394743296,0
50,5100,5394747392,0
51,5200,5394747392,0
52,5300,5394747392,0
53,5400,5394747392,0
54,5500,5395009536,0
55,5600,5395009536,0
56,5700,5395271680,0
57,5800,5395271680,0
58,5900,5395533824,0
59,6000,5387915264,0
60,6100,5385146368,0
61,6200,5385306112,0
62,6300,5385306112,0
63,6400,5385306112,0
64,6500,5385306112,0
65,6600,5385306112,0
66,6700,5385306112,0
67,6800,5385306112,0
68,6900,5385306112,0
69,7000,5385306112,0
70,7100,5394219008,0
71,7200,5391245312,0
72,7300,5393444864,0
73,7400,5393444864,0
74,7500,5393444864,0
75,7600,5393707008,0
76,7700,5393707008,0
77,7800,5382955008,0
78,7900,5382955008,0
79,8000,5382955008,0
80,8100,5382955008,0
81,8200,5383847936,0
82,8300,5388582912,0
83,8400,5388582912,0
84,8500,5388582912,0
85,8600,5388582912,0
86,8700,5388582912,0
87,8800,5388582912,0
88,8900,5388582912,0
89,9000,5388582912,0
90,9100,5388582912,0
91,9200,5388582912,0
92,9300,5394857984,0
93,9400,5394341888,0
94,9500,5394341888,0
95,9600,5394341888,0
96,9700,5394341888,0
97,9800,5394604032,0
98,9900,5394866176,0
99,10000,5394866176,0
