,mem_usage,step
0,100,5668331520
1,200,6003924992
2,300,6333186048
3,400,6673408000
4,500,6989058048
5,600,7311745024
6,700,7638130688
7,800,7952527360
8,900,8282742784
9,1000,8596746240
10,1100,8907440128
11,1200,9243168768
12,1300,9588453376
13,1400,9893113856
14,1500,10252673024
15,1600,10521710592
16,1700,10847457280
17,1800,11212537856
18,1900,11518054400
19,2000,11896999936
20,2100,12274040832
21,2200,12579889152
22,2300,12923613184
23,2400,13252026368
24,2500,13589925888
25,2600,13912166400
26,2700,14268841984
27,2800,14606454784
28,2900,14999457792
29,3000,15372705792
30,3100,15646564352
31,3200,16082898944
32,3300,16435572736
33,3400,16786669568
34,3500,17066610688
35,3600,17481535488
36,3700,17844948992
37,3800,18147151872
38,3900,18572156928
39,4000,18854576128
40,4100,19279704064
41,4200,19663872000
42,4300,19996876800
43,4400,20384145408
44,4500,20695064576
45,4600,21075075072
46,4700,21366247424
47,4800,21758918656
48,4900,22044471296
49,5000,22444969984
