,mem_usage,step
0,100,1055199232
1,200,1055215616
2,300,1111597056
3,400,1111859200
4,500,1112121344
5,600,1630281728
6,700,1643397120
7,800,1726750720
8,900,1767440384
9,1000,1753079808
10,1100,1850744832
11,1200,1889402880
12,1300,1889484800
13,1400,1889484800
14,1500,1893269504
15,1600,1899352064
16,1700,1899352064
17,1800,1899352064
18,1900,1899352064
19,2000,1899597824
20,2100,1899597824
21,2200,1899810816
22,2300,1899859968
23,2400,1899859968
24,2500,1899859968
25,2600,1868623872
26,2700,1835716608
27,2800,1835716608
28,2900,1835716608
29,3000,1835716608
30,3100,1835716608
31,3200,1835716608
32,3300,1835716608
33,3400,1835716608
34,3500,1835036672
35,3600,1867419648
36,3700,1886068736
37,3800,1886068736
38,3900,1886068736
39,4000,1886285824
40,4100,1890480128
41,4200,1890480128
42,4300,1887928320
43,4400,1887928320
44,4500,1887928320
45,4600,1887666176
46,4700,1887666176
47,4800,1887666176
48,4900,1887666176
49,5000,1887666176
50,5100,1889988608
51,5200,1889988608
52,5300,1889988608
53,5400,1889988608
54,5500,1889988608
55,5600,1890226176
56,5700,1897521152
57,5800,1897521152
58,5900,1897521152
59,6000,1884848128
60,6100,1883131904
61,6200,1902800896
62,6300,1902800896
63,6400,1902800896
64,6500,1902800896
65,6600,1902800896
66,6700,1902800896
67,6800,1902800896
68,6900,1902800896
69,7000,1902800896
70,7100,1902800896
71,7200,1850421248
72,7300,1947164672
73,7400,1882849280
74,7500,1895555072
75,7600,1882791936
76,7700,1882935296
77,7800,1884835840
78,7900,1884835840
79,8000,1884835840
80,8100,1884835840
81,8200,1884835840
82,8300,1921236992
83,8400,1870090240
84,8500,1882849280
85,8600,1882849280
86,8700,1882935296
87,8800,1870090240
88,8900,1895768064
89,9000,1870090240
90,9100,1870090240
91,9200,1870090240
92,9300,1870090240
93,9400,1870090240
94,9500,1921474560
95,9600,1921474560
96,9700,1921474560
97,9800,1921474560
98,9900,1921474560
99,10000,1921474560
