,mem_usage,step,replay_usage
0,100,5381451776,0
1,200,5383258112,0
2,300,5379850240,0
3,400,5381935104,0
4,500,5383507968,0
5,600,5385342976,0
6,700,5386915840,0
7,800,5388750848,0
8,900,5390585856,0
9,1000,5390307328,0
10,1100,5446467584,0
11,1200,5448040448,0
12,1300,5456445440,0
13,1400,5458214912,0
14,1500,5459779584,0
15,1600,5466079232,0
16,1700,5466144768,0
17,1800,5466390528,0
18,1900,5466857472,0
19,2000,5467643904,0
20,2100,5475180544,0
21,2200,5477240832,0
22,2300,5478825984,0
23,2400,5478793216,0
24,2500,5479743488,0
25,2600,5479546880,0
26,2700,5479546880,0
27,2800,5479735296,0
28,2900,5480001536,0
29,3000,5480259584,0
30,3100,5480521728,0
31,3200,5480783872,0
32,3300,5481046016,0
33,3400,5481504768,0
34,3500,5482696704,0
35,3600,5484126208,0
36,3700,5484437504,0
37,3800,5485248512,0
38,3900,5498396672,0
39,4000,5499195392,0
40,4100,5500899328,0
41,4200,5502361600,0
42,4300,5503442944,0
43,4400,5504765952,0
44,4500,5505847296,0
45,4600,5501046784,0
46,4700,5508042752,0
47,4800,5509390336,0
48,4900,5510836224,0
49,5000,5554380800,0
