,mem_usage,step
0,5541466112,100
1,5929578496,200
2,6264365056,300
3,6692835328,400
4,7028232192,500
5,9646927872,600
6,9934217216,700
7,10389946368,800
8,11432448000,900
9,11856314368,1000
10,12268810240,1100
11,12661485568,1200
12,12956983296,1300
13,13288910848,1400
14,13632958464,1500
