,mem_usage,step,replay_usage
0,100,5407068160,0
1,200,5410807808,0
2,300,5414825984,0
3,400,5416988672,0
4,500,5414297600,0
5,600,5415567360,0
6,700,5417988096,0
7,800,5420654592,0
8,900,5426585600,0
9,1000,5432627200,0
10,1100,5500026880,0
11,1200,5513695232,0
12,1300,5510025216,0
13,1400,5521698816,0
14,1500,5526237184,0
15,1600,5530763264,0
16,1700,5534846976,0
17,1800,5534453760,0
18,1900,5534674944,0
19,2000,5535199232,0
20,2100,5535989760,0
21,2200,5536641024,0
22,2300,5539196928,0
23,2400,5543333888,0
24,2500,5538959360,0
25,2600,5555793920,0
26,2700,5555802112,0
27,2800,5555802112,0
28,2900,5556330496,0
29,3000,5556600832,0
30,3100,5557112832,0
31,3200,5557374976,0
32,3300,5557899264,0
33,3400,5564436480,0
34,3500,5565222912,0
35,3600,5566009344,0
36,3700,5572812800,0
37,3800,5572734976,0
38,3900,5572820992,0
39,4000,5568102400,0
40,4100,5568757760,0
41,4200,5576032256,0
42,4300,5576302592,0
43,4400,5578522624,0
44,4500,5579059200,0
45,4600,5584748544,0
46,4700,5585272832,0
47,4800,5585993728,0
48,4900,5587152896,0
49,5000,5647609856,0
