,mem_usage,step,replay_usage
0,100,5373612032,0
1,200,5374484480,0
2,300,5376581632,0
3,400,5373919232,0
4,500,5375356928,0
5,600,5376929792,0
6,700,5378240512,0
7,800,5379813376,0
8,900,5380341760,0
9,1000,5381390336,0
10,1100,5416071168,0
11,1200,5416857600,0
12,1300,5417906176,0
13,1400,5432782848,0
14,1500,5434093568,0
15,1600,5435142144,0
16,1700,5436194816,0
17,1800,5442383872,0
18,1900,5442756608,0
19,2000,5442834432,0
20,2100,5443096576,0
21,2200,5443620864,0
22,2300,5444411392,0
23,2400,5445206016,0
24,2500,5452668928,0
25,2600,5454385152,0
26,2700,5455994880,0
27,2800,5457620992,0
28,2900,5458886656,0
29,3000,5459783680,0
30,3100,5461037056,0
31,3200,5461561344,0
32,3300,5462085632,0
33,3400,5462659072,0
34,3500,5463183360,0
35,3600,5463707648,0
36,3700,5467361280,0
37,3800,5467893760,0
38,3900,5472452608,0
39,4000,5472452608,0
40,4100,5476724736,0
41,4200,5472649216,0
42,4300,5479407616,0
43,4400,5480669184,0
44,4500,5481861120,0
45,4600,5483094016,0
46,4700,5484441600,0
47,4800,5485608960,0
48,4900,5486731264,0
49,5000,5528551424,0
