,mem_usage,step
0,5641416704,100
1,6188163072,200
2,6673346560,300
3,7569154048,400
4,8554225664,500
5,9098686464,600
6,9772425216,700
7,10790223872,800
8,11191754752,900
9,11637141504,1000
10,12053696512,1100
11,12489388032,1200
12,12942147584,1300
13,13350567936,1400
14,13779955712,1500
