,mem_usage,step
0,5686587392,100
1,6180892672,200
2,6685007872,300
3,7151513600,400
4,7634567168,500
5,8143998976,600
6,8586739712,700
7,9115328512,800
8,9602879488,900
9,10084360192,1000
10,10642604032,1100
11,11152855040,1200
12,11582681088,1300
13,12131098624,1400
14,12653285376,1500
15,13155364864,1600
16,13645828096,1700
17,14149128192,1800
18,14582640640,1900
19,15105069056,2000
20,15627042816,2100
21,16152961024,2200
22,16686895104,2300
23,17206312960,2400
24,17613545472,2500
25,18154680320,2600
26,18659827712,2700
27,19159334912,2800
28,19684704256,2900
29,20093579264,3000
30,20646457344,3100
31,21129658368,3200
32,21656002560,3300
33,22182150144,3400
34,22660677632,3500
35,23178555392,3600
36,23690063872,3700
37,24189468672,3800
38,24703184896,3900
39,25223303168,4000
40,25735639040,4100
41,26232430592,4200
42,26750787584,4300
43,27269402624,4400
44,27742720000,4500
45,28322902016,4600
46,28774944768,4700
47,29256880128,4800
48,29777309696,4900
