,mem_usage,step,replay_usage
0,100,5179297792,39500096
1,200,5218680832,79000096
2,300,5451628544,118500096
3,400,5465759744,158000096
4,500,5505101824,197500096
5,600,5544808448,237000096
6,700,5584408576,276500096
7,800,5635203072,316000096
8,900,5674864640,355500096
9,1000,5707411456,395000096
10,1100,5746610176,434500096
11,1200,5786075136,474000096
12,1300,5825261568,513500096
13,1400,5864980480,553000096
14,1500,5904424960,592500096
15,1600,5943316480,632000096
16,1700,5991014400,671500096
17,1800,6030651392,711000096
18,1900,6069874688,750500096
19,2000,6109335552,790000096
20,2100,6199402496,829500096
21,2200,6239002624,869000096
22,2300,6279380992,908500096
23,2400,6319562752,948000096
24,2500,6359273472,987500096
25,2600,6397689856,1027000096
26,2700,6437060608,1066500096
27,2800,6476996608,1106000096
28,2900,6516359168,1145500096
29,3000,6556307456,1185000096
30,3100,6596194304,1224500096
31,3200,6635925504,1264000096
32,3300,6685810688,1303500096
33,3400,6725345280,1343000096
34,3500,6764806144,1382500096
35,3600,6804340736,1422000096
36,3700,6834741248,1461500096
37,3800,6874918912,1501000096
38,3900,6924623872,1540500096
39,4000,6956175360,1580000096
40,4100,6993149952,1619500096
41,4200,7033335808,1659000096
42,4300,7079174144,1698500096
43,4400,7117922304,1738000096
44,4500,7156666368,1777500096
45,4600,7196000256,1817000096
46,4700,7235334144,1856500096
47,4800,7271194624,1896000096
48,4900,7312158720,1935500096
49,5000,7350902784,1975000096
50,5100,7391088640,2014500096
51,5200,7439736832,2054000096
52,5300,7478931456,2093500096
53,5400,7518998528,2133000096
54,5500,7548600320,2172500096
55,5600,7587368960,2212000096
56,5700,7627358208,2251500096
57,5800,7670951936,2291000096
58,5900,7710089216,2330500096
59,6000,7749427200,2370000096
60,6100,7792807936,2409500096
61,6200,7834329088,2449000096
62,6300,7873908736,2488500096
63,6400,7909715968,2528000096
64,6500,7953313792,2567500096
65,6600,7992844288,2607000096
66,6700,8026353664,2646500096
67,6800,8071974912,2686000096
68,6900,8112099328,2725500096
69,7000,8147369984,2765000096
70,7100,8186703872,2804500096
71,7200,8225447936,2844000096
72,7300,8270487552,2883500096
73,7400,8311808000,2923000096
74,7500,8352301056,2962500096
75,7600,8391634944,3002000096
76,7700,8430190592,3041500096
77,7800,8461189120,3081000096
78,7900,8504225792,3120500096
79,8000,8543559680,3160000096
80,8100,8587329536,3199500096
81,8200,8624955392,3239000096
82,8300,8663904256,3278500096
83,8400,8703623168,3318000096
84,8500,8742760448,3357500096
85,8600,8782290944,3397000096
86,8700,8821624832,3436500096
87,8800,8858271744,3476000096
88,8900,8897605632,3515500096
89,9000,8936939520,3555000096
90,9100,8976273408,3594500096
91,9200,9020194816,3634000096
92,9300,9059528704,3673500096
93,9400,9098858496,3713000096
94,9500,9138192384,3752500096
95,9600,9177526272,3792000096
96,9700,9217454080,3831500096
97,9800,9256984576,3871000096
