,mem_usage,step
0,5670051840,100
1,6027759616,200
2,6337904640,300
3,6624649216,400
4,6903078912,500
5,7244587008,600
6,7522549760,700
7,7875403776,800
8,8159887360,900
9,8505987072,1000
10,8868716544,1100
11,9151934464,1200
12,9425178624,1300
13,9685151744,1400
14,9925664768,1500
15,10161831936,1600
16,10406469632,1700
17,10643386368,1800
18,10965573632,1900
19,11314647040,2000
20,11592425472,2100
21,11833585664,2200
22,12073357312,2300
23,12358807552,2400
24,12695707648,2500
25,12948111360,2600
26,13297479680,2700
27,13547978752,2800
28,13940965376,2900
29,14307528704,3000
30,14658822144,3100
31,14980685824,3200
32,15279001600,3300
33,15542337536,3400
34,15786930176,3500
35,16020267008,3600
36,16267812864,3700
37,16508653568,3800
38,16852602880,3900
39,17204940800,4000
40,17542103040,4100
41,17852350464,4200
42,18142224384,4300
43,18453643264,4400
44,18833518592,4500
45,19203817472,4600
46,19532148736,4700
47,19839983616,4800
48,20121186304,4900
49,20393238528,5000
