,mem_usage,step,replay_usage
0,100,5334253568,0
1,200,5334507520,0
2,300,5334790144,0
3,400,5334994944,0
4,500,5335257088,0
5,600,5335515136,0
6,700,5335658496,0
7,800,5335920640,0
8,900,5336154112,0
9,1000,5336309760,0
10,1100,5370777600,0
11,1200,5370957824,0
12,1300,5371219968,0
13,1400,5371219968,0
14,1500,5371482112,0
15,1600,5371744256,0
16,1700,5372006400,0
17,1800,5372006400,0
18,1900,5372268544,0
19,2000,5372530688,0
20,2100,5372792832,0
21,2200,5372792832,0
22,2300,5373054976,0
23,2400,5373317120,0
24,2500,5373317120,0
25,2600,5373579264,0
26,2700,5373841408,0
27,2800,5373841408,0
28,2900,5374103552,0
29,3000,5374365696,0
30,3100,5374365696,0
31,3200,5374627840,0
32,3300,5374889984,0
33,3400,5374889984,0
34,3500,5375152128,0
35,3600,5375414272,0
36,3700,5375414272,0
37,3800,5375676416,0
38,3900,5375938560,0
39,4000,5375938560,0
40,4100,5376200704,0
41,4200,5376462848,0
42,4300,5376462848,0
43,4400,5376724992,0
44,4500,5376987136,0
45,4600,5376987136,0
46,4700,5377249280,0
47,4800,5377511424,0
48,4900,5377511424,0
49,5000,5386739712,0
