,mem_usage,step
0,100,6783467520
1,200,8049201152
2,300,9231536128
3,400,10446401536
4,500,11719774208
5,600,12867309568
6,700,14019874816
7,800,15244853248
8,900,16309141504
9,1000,17677172736
10,1100,19044487168
11,1200,20255465472
12,1300,21551509504
13,1400,22734471168
14,1500,24011792384
15,1600,25459904512
16,1700,26789851136
17,1800,27920285696
18,1900,29330137088
19,2000,30468317184
20,2100,31904100352
21,2200,33088274432
22,2300,34489450496
23,2400,35777757184
24,2500,37176463360
25,2600,38407970816
26,2700,39859814400
27,2800,41071017984
28,2900,42149429248
29,3000,43183689728
30,3100,44546109440
31,3200,45817995264
32,3300,46982717440
33,3400,48393584640
34,3500,49593290752
35,3600,50623942656
36,3700,51948007424
37,3800,53324214272
38,3900,54608302080
39,4000,55749398528
40,4100,57062330368
41,4200,58325192704
42,4300,59758309376
43,4400,61148102656
44,4500,62419111936
45,4600,63755116544
46,4700,65097854976
47,4800,66424893440
48,4900,67629584384
49,5000,69028122624
