,mem_usage,step
0,100,5561270272
1,200,5565419520
2,300,5557809152
3,400,5563568128
4,500,5563764736
5,600,5562118144
6,700,5564731392
7,800,5567385600
8,900,5569548288
9,1000,5572481024
10,1100,5609201664
11,1200,5611565056
12,1300,5608013824
13,1400,5608800256
14,1500,5609336832
15,1600,5610110976
16,1700,5610909696
17,1800,5612490752
18,1900,5639241728
19,2000,5641076736
20,2100,5642653696
21,2200,5641863168
22,2300,5642653696
23,2400,5643177984
24,2500,5644550144
25,2600,5645848576
26,2700,5647151104
27,2800,5648457728
28,2900,5649768448
29,3000,5650821120
30,3100,5651865600
31,3200,5652049920
32,3300,5664817152
33,3400,5671780352
34,3500,5672308736
35,3600,5672833024
36,3700,5673918464
37,3800,5675442176
38,3900,5676761088
39,4000,5677559808
40,4100,5684723712
41,4200,5685772288
42,4300,5687881728
43,4400,5688909824
44,4500,5691006976
45,4600,5692862464
46,4700,5695307776
47,4800,5698269184
48,4900,5700841472
49,5000,5831266304
