,mem_usage,step,replay_usage
0,100,5464756224,0
1,200,5468274688,0
2,300,5461782528,0
3,400,5463896064,0
4,500,5468028928,0
5,600,5470150656,0
6,700,5473361920,0
7,800,5476552704,0
8,900,5475946496,0
9,1000,5472104448,0
10,1100,5557891072,0
11,1200,5560463360,0
12,1300,5562818560,0
13,1400,5565218816,0
14,1500,5567279104,0
15,1600,5566689280,0
16,1700,5567524864,0
17,1800,5568561152,0
18,1900,5570658304,0
19,2000,5572497408,0
20,2100,5574590464,0
21,2200,5576441856,0
22,2300,5590974464,0
23,2400,5591150592,0
24,2500,5591752704,0
25,2600,5599444992,0
26,2700,5600776192,0
27,2800,5602328576,0
28,2900,5610586112,0
29,3000,5611896832,0
30,3100,5613211648,0
31,3200,5614538752,0
32,3300,5620703232,0
33,3400,5620969472,0
34,3500,5627822080,0
35,3600,5628084224,0
36,3700,5628608512,0
37,3800,5629407232,0
38,3900,5631856640,0
39,4000,5634449408,0
40,4100,5637271552,0
41,4200,5639815168,0
42,4300,5642231808,0
43,4400,5643362304,0
44,4500,5649899520,0
45,4600,5651812352,0
46,4700,5652791296,0
47,4800,5653929984,0
48,4900,5655834624,0
49,5000,5740621824,0
