,mem_usage,step
0,5307912192,100
1,5473517568,200
2,5627871232,300
3,5792276480,400
4,5937655808,500
5,6144360448,600
6,6295859200,700
7,6472937472,800
8,6638714880,900
9,6809796608,1000
10,7021441024,1100
11,7197114368,1200
12,7362973696,1300
13,7546400768,1400
14,7690919936,1500
15,7872188416,1600
16,8022552576,1700
17,8196964352,1800
18,8387149824,1900
19,8561541120,2000
20,8704040960,2100
21,8879083520,2200
22,9013055488,2300
23,9209405440,2400
24,9387319296,2500
25,9537224704,2600
26,9710821376,2700
27,9889890304,2800
28,10052575232,2900
29,10213625856,3000
30,10351083520,3100
31,10534756352,3200
32,10722877440,3300
33,10859233280,3400
34,11029196800,3500
35,11212050432,3600
36,11385245696,3700
37,11560235008,3800
38,11715895296,3900
39,11916849152,4000
40,12088389632,4100
41,12250730496,4200
42,12412076032,4300
43,12620484608,4400
44,12809023488,4500
45,12988690432,4600
46,13161824256,4700
47,13289070592,4800
48,13485694976,4900
49,13676580864,5000
