,mem_usage,step
0,6351986688,100
1,7108816896,200
2,8094830592,300
3,8849731584,400
4,9880215552,500
5,10835095552,600
6,11781804032,700
7,12835495936,800
8,13745217536,900
9,14522585088,1000
10,15344267264,1100
11,16104255488,1200
12,16990674944,1300
13,18033815552,1400
14,18889457664,1500
15,19967479808,1600
16,20950519808,1700
17,22031179776,1800
18,23017615360,1900
19,24116371456,2000
20,24910630912,2100
21,25885696000,2200
22,26843926528,2300
23,27865653248,2400
24,28818583552,2500
25,29655977984,2600
26,30671699968,2700
27,31563603968,2800
28,32494796800,2900
29,33349890048,3000
30,34392080384,3100
31,35330654208,3200
32,36429533184,3300
33,37296173056,3400
34,38311964672,3500
35,39290994688,3600
36,40271867904,3700
37,41179504640,3800
38,42176700416,3900
39,43041992704,4000
40,44068888576,4100
41,45047066624,4200
42,46107701248,4300
43,46950662144,4400
44,47729668096,4500
45,48483864576,4600
46,49507061760,4700
47,50359316480,4800
48,51451203584,4900
49,52446769152,5000
