25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,22,22,21,21,21,19,18,18,18,18,18,18,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,13,11,11,11,11,11,11,11,11,9,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
25,25,25,25,25,25,25,25,25,25,23,22,22,22,22,22,22,20,19,18,18,18,18,18,18,18,17,17,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,12,11,11,11,11,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,6,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,0
25,23,23,23,23,23,21,21,21,21,21,21,21,20,20,20,20,19,17,17,17,16,15,15,15,14,13,12,12,11,11,11,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,6,6,6,5,5,5,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0
25,23,23,23,23,23,23,23,23,23,23,23,21,21,21,21,21,20,20,20,20,20,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,13,12,11,11,11,11,9,9,9,8,8,8,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,0
25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,20,20,20,20,19,19,19,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,15,13,13,13,13,13,12,12,12,12,12,12,11,11,10,9,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,0
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,23,23,23,23,23,23,23,23,21,20,19,19,19,18,17,17,17,16,16,15,15,15,14,14,14,14,14,14,13,12,12,12,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0
25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,23,23,22,22,22,22,22,22,22,22,22,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,18,18,18,18,18,18,18,17,17,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0
25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,22,22,21,21,21,21,21,21,21,21,21,20,20,19,18,18,17,17,17,17,17,17,17,16,16,15,14,14,14,14,14,14,13,13,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,7,7,6,6,6,6,0
25,25,25,25,25,25,25,25,25,25,25,23,22,22,22,22,22,22,21,21,20,20,19,18,14,14,13,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,7,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
25,25,25,25,25,25,25,25,25,25,25,25,24,24,23,23,23,22,22,22,22,22,22,22,22,21,21,20,20,20,19,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,15,15,15,15,15,15,15,15,15,15,15,12,12,12,11,11,10,9,9,9,9,9,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,0
