,mem_usage,step,replay_usage
0,100,5530669056,0
1,200,5536198656,0
2,300,5540900864,0
3,400,5535617024,0
4,500,5539291136,0
5,600,5537374208,0
6,700,5538275328,0
7,800,5541122048,0
8,900,5537837056,0
9,1000,5538258944,0
10,1100,5573296128,0
11,1200,5574017024,0
12,1300,5575815168,0
13,1400,5577293824,0
14,1500,5579132928,0
15,1600,5580701696,0
16,1700,5580181504,0
17,1800,5580677120,0
18,1900,5581463552,0
19,2000,5582249984,0
20,2100,5608824832,0
21,2200,5610397696,0
22,2300,5611745280,0
23,2400,5613047808,0
24,2500,5614366720,0
25,2600,5615415296,0
26,2700,5614108672,0
27,2800,5614108672,0
28,2900,5614604288,0
29,3000,5614870528,0
30,3100,5615128576,0
31,3200,5615390720,0
32,3300,5615652864,0
33,3400,5615915008,0
34,3500,5616181248,0
35,3600,5616439296,0
36,3700,5616701440,0
37,3800,5616967680,0
38,3900,5616967680,0
39,4000,5617225728,0
40,4100,5617750016,0
41,4200,5618286592,0
42,4300,5618802688,0
43,4400,5619322880,0
44,4500,5619847168,0
45,4600,5620375552,0
46,4700,5620895744,0
47,4800,5634002944,0
48,4900,5634535424,0
49,5000,5767503872,0
