,mem_usage,step
0,5242650624,100
1,5314211840,200
2,5384208384,300
3,5452795904,400
4,5521297408,500
5,5628956672,600
6,5703393280,700
7,5796425728,800
8,5867814912,900
9,5955600384,1000
10,6102876160,1100
11,6200987648,1200
12,6296354816,1300
13,6379073536,1400
14,6461194240,1500
15,6548303872,1600
16,6647410688,1700
17,6718648320,1800
18,6809636864,1900
19,6910373888,2000
20,6999777280,2100
21,7093166080,2200
22,7188770816,2300
23,7286992896,2400
24,7384285184,2500
25,7471992832,2600
26,7566569472,2700
27,7666573312,2800
28,7766171648,2900
29,7863877632,3000
30,7961083904,3100
31,8058675200,3200
32,8158699520,3300
33,8246263808,3400
34,8335585280,3500
35,8408715264,3600
36,8511684608,3700
37,8609976320,3800
38,8715870208,3900
39,8823046144,4000
40,8908349440,4100
41,9010282496,4200
42,9097256960,4300
43,9189814272,4400
44,9294184448,4500
45,9389142016,4600
46,9480982528,4700
47,9579806720,4800
48,9639292928,4900
