,mem_usage,step
0,100,7382532096
1,200,9205497856
2,300,11117780992
3,400,12850008064
4,500,14656135168
5,600,16604811264
6,700,18294321152
7,800,20097527808
8,900,22112821248
9,1000,23987523584
10,1100,25828716544
11,1200,27914551296
12,1300,29726851072
13,1400,31730597888
14,1500,33803202560
15,1600,35668353024
16,1700,37763043328
17,1800,39695040512
18,1900,41628172288
19,2000,43304906752
20,2100,45360820224
21,2200,46981402624
22,2300,48992497664
23,2400,51056246784
24,2500,52833361920
25,2600,54820646912
26,2700,56818352128
27,2800,58685550592
28,2900,60675543040
29,3000,62478348288
30,3100,64375369728
31,3200,66457833472
32,3300,68224659456
33,3400,70173745152
34,3500,72143618048
35,3600,73993306112
36,3700,76028964864
37,3800,77709115392
38,3900,79727038464
39,4000,81761021952
40,4100,83537108992
41,4200,85565620224
42,4300,87422488576
43,4400,89216479232
44,4500,91055042560
45,4600,93154459648
46,4700,94818816000
47,4800,96796516352
48,4900,98743660544
49,5000,100760895488
