,mem_usage,step
0,7842201600,100
1,10041798656,200
2,12190838784,300
3,14704898048,400
4,16914124800,500
5,19300933632,600
6,21540990976,700
7,23900155904,800
8,26247749632,900
9,28358279168,1000
10,30901309440,1100
11,33190785024,1200
12,35523112960,1300
13,38122209280,1400
14,40626565120,1500
15,42901954560,1600
16,45397393408,1700
17,47847387136,1800
18,50171621376,1900
19,52783595520,2000
20,55195545600,2100
21,57408618496,2200
22,59954786304,2300
23,62286442496,2400
24,64785178624,2500
25,67143122944,2600
26,69799104512,2700
27,72269492224,2800
28,74518597632,2900
29,77014261760,3000
30,79343120384,3100
31,81573969920,3200
32,83975254016,3300
33,86530695168,3400
34,88601108480,3500
35,91128262656,3600
36,93641388032,3700
37,96202825728,3800
38,98469416960,3900
39,101046521856,4000
40,103280537600,4100
41,105920638976,4200
42,108393897984,4300
43,110839472128,4400
44,113089339392,4500
45,115574894592,4600
46,118115717120,4700
47,120214913024,4800
48,122844024832,4900
