         72185222 function calls (70457580 primitive calls) in 50.626 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      560    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:351(iget)
  464/174    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/modules/module.py:1394(named_modules)
      960    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/vehicle/controller.py:143(speed_control)
     2170    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1822(new_type)
       70    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(where)
       58    0.000    0.000    0.000    0.000 {method 'unbind' of 'torch._C._TensorBase' objects}
      630    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:320(<genexpr>)
       27    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(round_)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1538(makeRecord)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/importlib/__init__.py:109(import_module)
      140    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:245(get_values)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1869(_shape_compat)
      700    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
     2240    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:164(_is_all_dates)
     2660    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1119(argmax)
      490    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/construction.py:641(<genexpr>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:284(__init__)
     1540    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1002(_gcd_import)
      210    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2070(_can_hold_element)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitor.py:179(_after_reset)
     1470    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:173(blklocs)
       58    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/autograd/profiler.py:607(__init__)
       27    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3709(round_)
      528    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/tensor.py:593(__hash__)
      560    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1085(value_getitem)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:986(_find_and_load)
     1890    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
      560    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:4096(_get_engine_target)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/util/_validators.py:112(_check_for_invalid_keys)
      842    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      840    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int64}
       29    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/functional.py:46(broadcast_tensors)
      420    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:157(ensure_python_int)
      100    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/summary.py:28(_clean_tag)
       27    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(around)
       10    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sort)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_asarray.py:382(<setcomp>)
      350    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/spaces/box.py:52(_get_precision)
     2509    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       20    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/utils/seeding.py:20(hash_seed)
      560    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:3863(_check_setitem_copy)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/util/_validators.py:33(_check_for_default_values)
       58    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/autograd/profiler.py:619(__exit__)
      140    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/evaluation.py:318(after_some_episodes)
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/writer.py:1230(close)
      140    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:844(sort)
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/tensor.py:93(__reduce_ex__)
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/common/memory.py:26(push)
     1410    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2251(_any_dispatcher)
        4    0.000    0.000    0.000    0.000 {built-in method io.open}
      420    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/concat.py:561(_next_or_none)
      560    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexing.py:103(iloc)
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/writer.py:193(close)
     1680    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/base.py:397(ndim)
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/event_file_writer.py:150(close)
       20    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/utils/seeding.py:44(create_seed)
      220    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/observation.py:29(observer_vehicle)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1749(convert_scalar_for_putitemlike)
      910    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/missing.py:64(clean_fill_method)
       30    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/tensor.py:103(_reduce_ex_internal)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/monitor.py:45(reset_video_recorder)
       27    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3199(around)
      940    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/abstract.py:73(vehicle)
      140    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:3834(_set_is_copy)
     1590    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2907(_prod_dispatcher)
      980    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/numerictypes.py:584(<listcomp>)
      879    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
     2377    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_unary}
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/util/_validators.py:13(_check_arg_length)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:569(ndim)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/api.py:95(_get_distinct_objs)
      140    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:130(<listcomp>)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1642(construct_1d_ndarray_preserving_na)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:6187(<listcomp>)
      180    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/getlimits.py:382(__new__)
       58    0.000    0.000    0.000    0.000 {method 'squeeze' of 'torch._C._TensorBase' objects}
     1400    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1847(<lambda>)
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:228(_open_file_like)
      424    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       30    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/utils/seeding.py:68(_bigint_from_bytes)
     1502    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      147    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/modules/container.py:186(__iter__)
      770    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:623(dtype)
      420    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:227(is_single_block)
       76    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       58    0.000    0.000    0.000    0.000 {method 'unsqueeze' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:210(__init__)
     1440    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/multiarray.py:1054(copyto)
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/common/exploration/epsilon_greedy.py:33(<dictcomp>)
      140    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1541(<genexpr>)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/road/road.py:151(all_side_lanes)
       60    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:914(format)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:1281(_get_names)
       10    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(diff)
       58    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/autograd/grad_mode.py:119(__enter__)
       58    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/autograd/grad_mode.py:123(__exit__)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1780(validate_numeric_casting)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.8/random.py:721(getrandbits)
       58    0.000    0.000    0.000    0.000 {built-in method torch._ops.profiler._record_function_exit}
      560    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexing.py:2350(need_slice)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/api.py:232(_sanitize_and_check)
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitoring/stats_recorder.py:50(after_step)
     1120    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1634(is_consolidated)
       10    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumsum)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:651(format)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/api.py:91(<listcomp>)
      116    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/autograd/grad_mode.py:200(__init__)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:896(maybe_infer_dtype_type)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/reshape/concat.py:588(<genexpr>)
       58    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/autograd/grad_mode.py:114(__init__)
      910    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/lib/function_base.py:1153(diff)
      100    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/abstract.py:146(_info)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:5442(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/utils/atomic_write.py:32(atomic_write)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/reshape/concat.py:585(<listcomp>)
      420    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:261(fill_value)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2446(cumsum)
       70    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_int64_int64}
      560    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1611(index)
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/event_file_writer.py:187(stop)
      882    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/__init__.py:271(is_storage)
      420    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/concat.py:487(<genexpr>)
      103    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      420    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1695(<genexpr>)
      201    0.000    0.000    0.000    0.000 /usr/lib/python3.8/json/encoder.py:223(floatstr)
      102    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:246(__enter__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
       11    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitor.py:106(_flush)
      560    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:979(join)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:135(<genexpr>)
       70    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
      140    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/construction.py:647(<listcomp>)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/construction.py:642(<genexpr>)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/frame.py:628(axes)
       10    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/concat.py:179(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1017(_wait_for_tstate_lock)
      100    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/writer.py:318(_check_caffe2_blob)
      170    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/numeric.py:1865(isscalar)
       29    0.000    0.000    0.000    0.000 {built-in method broadcast_tensors}
       12    0.000    0.000    0.000    0.000 {built-in method zeros_like}
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:213(__exit__)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/frozen.py:66(__getitem__)
     1374    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      420    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:343(shape)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:5920(ensure_has_len)
      118    0.000    0.000    0.000    0.000 <string>:1(__new__)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:119(is_nonempty)
      560    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/action.py:226(action_factory)
      921    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       58    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/tensor.py:568(__len__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexing.py:240(loc)
       20    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/observation.py:492(observation_factory)
       60    0.000    0.000    0.000    0.000 {method 'numpy' of 'torch._C._TensorBase' objects}
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/cuda/__init__.py:216(__init__)
      700    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
      610    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2106(_sum_dispatcher)
      140    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1556(<genexpr>)
      420    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/common.py:174(<genexpr>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1502(findCaller)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/reshape/concat.py:529(_get_result_dim)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/construction.py:686(<genexpr>)
       50    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      140    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:6189(<genexpr>)
       20    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/action.py:189(space)
       10    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(searchsorted)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:108(__enter__)
      102    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:261(_is_owned)
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitor.py:155(_before_step)
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/cuda/__init__.py:220(__enter__)
      470    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_variadic}
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/monitor.py:168(save_complete)
      140    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1558(<genexpr>)
      145    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/modules/module.py:1285(<lambda>)
      101    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
       60    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
       20    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/action.py:166(__init__)
      500    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2612(_amax_dispatcher)
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/cuda/_utils.py:8(_get_device_index)
      420    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/concat.py:494(<genexpr>)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1547(<genexpr>)
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:164(location_tag)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:117(__exit__)
      420    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/multiarray.py:478(can_cast)
     10/2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/modules/module.py:1053(state_dict)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1903(<listcomp>)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:635(formatMessage)
      280    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       27    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
      168    0.000    0.000    0.000    0.000 {method 'requires_grad_' of 'torch._C._TensorBase' objects}
      102    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:249(__exit__)
       10    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
      140    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:138(<setcomp>)
      140    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/concat.py:70(<listcomp>)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:6188(<listcomp>)
      928    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/os.py:198(makedirs)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1281(searchsorted)
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitoring/video_recorder.py:95(capture_frame)
      341    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/highway_env.py:103(_is_terminal)
      280    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/frame.py:482(_constructor)
       20    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/observation.py:129(__init__)
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/_ops.py:56(__getattr__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:434(format)
     18/8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/abc.py:100(__subclasscheck__)
       70    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       40    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/spaces/space.py:18(__init__)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_methods.py:41(_amin)
      100    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/writer.py:333(_get_file_writer)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/monitor.py:63(_close_video_recorder)
     18/8    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:355(is_datetime64_dtype)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:756(_maybe_disallow_fill)
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/action.py:49(controlled_vehicle)
       20    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:78(_validate_dtype)
