         72185222 function calls (70457580 primitive calls) in 50.626 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     9030    0.005    0.000    0.017    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1743(validate_all_hashable)
    19320    0.012    0.000    0.017    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/base.py:411(find)
      770    0.002    0.000    0.017    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:4393(equals)
      441    0.000    0.000    0.016    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/functional.py:1737(linear)
      560    0.001    0.000    0.016    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:276(make_block)
     5080    0.007    0.000    0.016    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:32(seterr)
      441    0.016    0.000    0.016    0.000 {built-in method torch._C._nn.linear}
    14070    0.008    0.000    0.016    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1610(_is_dtype_type)
       10    0.000    0.000    0.016    0.002 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/evaluation.py:309(after_all_episodes)
     3236    0.002    0.000    0.015    0.000 <__array_function__ internals>:2(atleast_2d)
      420    0.001    0.000    0.015    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1368(take_nd)
      205    0.015    0.000    0.015    0.000 {built-in method tensor}
      560    0.001    0.000    0.015    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:796(copy)
     1120    0.002    0.000    0.014    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/computation/expressions.py:62(_evaluate_standard)
     1820    0.003    0.000    0.014    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1341(is_bool_dtype)
     2380    0.001    0.000    0.014    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:50(isna)
       29    0.000    0.000    0.014    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/optim/optimizer.py:84(wrapper)
      560    0.001    0.000    0.014    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:420(fillna)
       60    0.000    0.000    0.014    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/action.py:196(act)
     4900    0.010    0.000    0.014    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:188(__init__)
       29    0.000    0.000    0.013    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/autograd/grad_mode.py:24(decorate_context)
     6020    0.004    0.000    0.013    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_dtype.py:307(_name_includes_bit_suffix)
     2380    0.002    0.000    0.013    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:133(_isna)
     2660    0.003    0.000    0.013    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:288(make_block_same_class)
       29    0.001    0.000    0.013    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/optim/adam.py:55(step)
     4480    0.003    0.000    0.013    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:388(is_datetime64tz_dtype)
     1410    0.001    0.000    0.013    0.000 <__array_function__ internals>:2(any)
     1590    0.001    0.000    0.012    0.000 <__array_function__ internals>:2(prod)
      840    0.003    0.000    0.012    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/algorithms.py:1534(_get_take_nd_function)
       70    0.001    0.000    0.012    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/reshape/concat.py:306(__init__)
       29    0.003    0.000    0.012    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/optim/_functional.py:53(adam)
     1470    0.001    0.000    0.011    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:157(blknos)
     3236    0.006    0.000    0.011    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/shape_base.py:82(atleast_2d)
     2540    0.002    0.000    0.011    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:433(__enter__)
      350    0.004    0.000    0.011    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:232(_rebuild_blknos_and_blklocs)
     4270    0.003    0.000    0.011    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:573(is_string_dtype)
     1680    0.005    0.000    0.011    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1379(maybe_cast_to_datetime)
      560    0.002    0.000    0.011    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1602(get_slice)
      560    0.002    0.000    0.010    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/frame.py:3833(_sanitize_column)
      560    0.001    0.000    0.010    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/frame.py:3306(_box_col_values)
     1590    0.001    0.000    0.010    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2912(prod)
    98358    0.010    0.000    0.010    0.000 {method 'items' of 'dict' objects}
     2846    0.002    0.000    0.010    0.000 <__array_function__ internals>:2(concatenate)
     4320    0.004    0.000    0.010    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/numerictypes.py:359(issubdtype)
      560    0.002    0.000    0.010    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:998(iget)
     1410    0.001    0.000    0.009    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2256(any)
    10080    0.006    0.000    0.009    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/series.py:488(name)
     4200    0.005    0.000    0.009    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:231(is_sparse)
     4340    0.003    0.000    0.009    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:5953(maybe_extract_name)
      630    0.001    0.000    0.009    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:367(array_equivalent)
      420    0.002    0.000    0.009    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:542(maybe_promote)
     2540    0.002    0.000    0.009    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:438(__exit__)
      840    0.003    0.000    0.009    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:202(_isna_ndarraylike)
    43000    0.009    0.000    0.009    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/utils.py:11(do_every)
     7140    0.005    0.000    0.009    0.000 {pandas._libs.lib.is_list_like}
    18060    0.005    0.000    0.009    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1762(<genexpr>)
       70    0.000    0.000    0.008    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/reshape/concat.py:535(_get_new_axes)
     5950    0.003    0.000    0.008    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1575(get_dtype)
     1330    0.002    0.000    0.008    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/range.py:133(_simple_new)
       70    0.000    0.000    0.008    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/reshape/concat.py:537(<listcomp>)
     1120    0.001    0.000    0.008    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:752(copy)
     4270    0.001    0.000    0.008    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1551(_is_dtype)
     2170    0.003    0.000    0.008    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:206(shape)
     2744    0.006    0.000    0.008    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_methods.py:65(_count_reduce_items)
      140    0.002    0.000    0.008    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/construction.py:364(extract_index)
     1120    0.005    0.000    0.007    0.000 {pandas._libs.lib.infer_dtype}
     1540    0.001    0.000    0.007    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:5534(_consolidate_inplace)
       10    0.000    0.000    0.007    0.001 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/writer.py:506(add_histogram)
       70    0.000    0.000    0.007    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/concat.py:52(<listcomp>)
       70    0.000    0.000    0.007    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:5598(values)
      140    0.002    0.000    0.007    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/concat.py:92(_get_mgr_concatenation_plan)
       90    0.000    0.000    0.007    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/writer.py:401(add_scalar)
       10    0.000    0.000    0.007    0.001 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/summary.py:192(histogram)
     1440    0.002    0.000    0.007    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/numeric.py:288(full)
    46410    0.007    0.000    0.007    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1196(_argmin_dispatcher)
     2240    0.001    0.000    0.007    0.000 {method 'any' of 'numpy.ndarray' objects}
     1050    0.001    0.000    0.007    0.000 {built-in method builtins.any}
       72    0.000    0.000    0.007    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.007    0.007 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/evaluation.py:365(close)
     5320    0.004    0.000    0.007    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:269(mgr_locs)
     1260    0.002    0.000    0.007    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/vehicle/kinematics.py:216(destination_direction)
      280    0.003    0.000    0.007    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1860(_stack_arrays)
    14140    0.005    0.000    0.007    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:322(is_hashable)
       10    0.001    0.000    0.006    0.001 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/summary.py:214(make_histogram)
     1540    0.002    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:5522(_protect_consolidate)
     1330    0.003    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/common.py:198(asarray_tuplesafe)
      601    0.000    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/road/road.py:283(<lambda>)
       70    0.000    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:825(as_array)
     5880    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
      560    0.001    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:6023(_maybe_cast_data_without_dtype)
       60    0.001    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/common/exploration/epsilon_greedy.py:37(update)
       11    0.000    0.000    0.006    0.001 /usr/lib/python3.8/logging/__init__.py:1424(info)
       11    0.000    0.000    0.006    0.001 /usr/lib/python3.8/logging/__init__.py:1553(_log)
       70    0.001    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:884(_interleave)
       70    0.000    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/reshape/concat.py:542(_get_comb_axis)
     5080    0.005    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:132(geterr)
     9096    0.003    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_asarray.py:110(asanyarray)
      500    0.000    0.000    0.006    0.000 <__array_function__ internals>:2(amax)
      234    0.006    0.000    0.006    0.000 {method 'to' of 'torch._C._TensorBase' objects}
       70    0.000    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/api.py:65(get_objs_combined_axis)
     1120    0.001    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/series.py:620(array)
      560    0.000    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:817(<listcomp>)
      560    0.001    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1273(maybe_infer_to_datetimelike)
     2260    0.001    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_methods.py:53(_any)
       11    0.000    0.000    0.006    0.001 /usr/lib/python3.8/logging/__init__.py:1579(handle)
      610    0.000    0.000    0.006    0.000 <__array_function__ internals>:2(sum)
       11    0.000    0.000    0.006    0.001 /usr/lib/python3.8/logging/__init__.py:1633(callHandlers)
       60    0.000    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/common/exploration/abstract.py:20(sample)
     1190    0.001    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:602(condition)
       70    0.000    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/api.py:109(_get_combined_index)
       22    0.000    0.000    0.006    0.000 /usr/lib/python3.8/logging/__init__.py:937(handle)
      560    0.000    0.000    0.006    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:814(copy_func)
       22    0.000    0.000    0.006    0.000 /usr/lib/python3.8/logging/__init__.py:1069(emit)
       10    0.000    0.000    0.005    0.001 <__array_function__ internals>:2(histogram)
       10    0.000    0.000    0.005    0.001 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/lib/histograms.py:677(histogram)
       10    0.000    0.000    0.005    0.001 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/evaluation.py:355(seed)
      500    0.001    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2617(amax)
        1    0.000    0.000    0.005    0.005 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/evaluation.py:276(save_agent_model)
      560    0.001    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:653(view)
       20    0.001    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/utils/seeding.py:10(np_random)
     8640    0.004    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/numerictypes.py:285(issubclass_)
      350    0.000    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:605(is_excluded_dtype)
        2    0.000    0.000    0.005    0.002 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/deep_q_network/pytorch.py:82(save)
     6510    0.001    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:208(<genexpr>)
     1120    0.001    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:3036(get_loc)
     3080    0.001    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/series.py:585(_values)
        2    0.000    0.000    0.005    0.002 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:333(save)
      610    0.001    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2111(sum)
     2787    0.004    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/road/road.py:158(side_lanes)
    20863    0.004    0.000    0.005    0.000 {built-in method builtins.hasattr}
     4480    0.004    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1545(__init__)
      560    0.001    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/base.py:503(to_numpy)
      560    0.001    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/range.py:757(__getitem__)
     1120    0.001    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:239(array_values)
      420    0.001    0.000    0.005    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:126(__init__)
      560    0.001    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/range.py:395(_shallow_copy)
       60    0.001    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/highway_env.py:83(_reward)
     1540    0.001    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:5538(f)
        2    0.002    0.001    0.004    0.002 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:450(_save)
     1400    0.000    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:610(<genexpr>)
       90    0.002    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/summary.py:137(scalar)
    10080    0.003    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/range.py:747(__len__)
      770    0.001    0.000    0.004    0.000 {method 'all' of 'numpy.ndarray' objects}
      560    0.000    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:2127(inferred_type)
    10990    0.003    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:187(<lambda>)
     1010    0.004    0.000    0.004    0.000 {method 'uniform' of 'numpy.random.mtrand.RandomState' objects}
     1120    0.001    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:4797(<genexpr>)
      294    0.000    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/functional.py:1195(relu)
     1680    0.001    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/construction.py:612(is_empty_data)
       70    0.000    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/api.py:161(union_indexes)
     1120    0.002    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/ops/array_ops.py:404(_maybe_upcast_for_op)
      210    0.000    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:5947(default_index)
     1680    0.002    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1566(from_blocks)
     1330    0.001    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:1239(name)
     1960    0.002    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:4279(__getitem__)
       11    0.000    0.000    0.004    0.000 /usr/lib/python3.8/logging/__init__.py:1174(emit)
     3470    0.004    0.000    0.004    0.000 {built-in method numpy.empty}
     1120    0.002    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:156(__init__)
     4480    0.004    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:5449(__getattr__)
       22    0.000    0.000    0.004    0.000 /usr/lib/python3.8/logging/__init__.py:1058(flush)
       70    0.000    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1887(_interleaved_dtype)
      294    0.004    0.000    0.004    0.000 {built-in method relu}
       22    0.004    0.000    0.004    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      560    0.001    0.000    0.004    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:5969(_maybe_cast_with_dtype)
      770    0.000    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_methods.py:59(_all)
       70    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1517(find_common_type)
      210    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/range.py:85(__new__)
      140    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:101(concat_compat)
     3080    0.002    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1626(internal_values)
     5362    0.003    0.000    0.003    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     2240    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/series.py:473(dtype)
      510    0.003    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/road/lane.py:155(position)
     4900    0.003    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/flags.py:47(__init__)
      210    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:742(take)
       10    0.000    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/monitor.py:40(seed)
      140    0.002    0.000    0.003    0.000 {pandas._libs.lib.clean_index_list}
      140    0.000    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/concat.py:476(_is_uniform_join_units)
       10    0.000    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/core.py:245(seed)
       10    0.000    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/abstract.py:112(seed)
     1680    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1307(is_float_dtype)
     2676    0.003    0.000    0.003    0.000 {method 'repeat' of 'numpy.ndarray' objects}
     1120    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:5287(_maybe_cast_indexer)
      210    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexing.py:1269(_validate_read_indexer)
      280    0.000    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/compat/numpy/function.py:160(validate_clip_with_axis)
      537    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/__init__.py:266(__getattr__)
      560    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/frame.py:3853(reindexer)
       29    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/optim/optimizer.py:189(zero_grad)
       10    0.000    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/lib/histograms.py:360(_get_bin_edges)
      560    0.003    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:354(set_inplace)
      350    0.000    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:1803(is_boolean)
      210    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexers.py:225(maybe_convert_indices)
     1470    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:615(is_dtype_equal)
      490    0.000    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/compat/numpy/function.py:45(__call__)
     2676    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/shape_base.py:219(_vhstack_dispatcher)
      140    0.000    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/api.py:221(<genexpr>)
     4270    0.003    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/flags.py:83(allows_duplicate_labels)
     2450    0.002    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:470(_get_axis)
      840    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:425(_simple_new)
      560    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:4472(identical)
      348    0.003    0.000    0.003    0.000 {method 'mul_' of 'torch._C._TensorBase' objects}
      100    0.001    0.000    0.003    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/writer.py:131(add_summary)
      350    0.002    0.000    0.003    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
     2800    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1769(pandas_dtype)
     1400    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1863(_asarray_compat)
     1120    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:757(is_signed_integer_dtype)
     1120    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/ops/common.py:70(get_op_result_name)
      348    0.002    0.000    0.002    0.000 {method 'add_' of 'torch._C._TensorBase' objects}
     1960    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:4230(__contains__)
     1120    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/computation/expressions.py:196(_bool_arith_check)
      420    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/frame.py:502(__init__)
      210    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:318(_verify_integrity)
      430    0.000    0.000    0.002    0.000 {method 'max' of 'numpy.ndarray' objects}
     2240    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/series.py:439(_set_axis)
