,mem_usage,step
0,5133561856,100
1,5134057472,200
2,5335531520,300
3,5336883200,400
4,5337133056,500
5,5337493504,600
6,5337755648,700
7,5346914304,800
8,5347155968,900
9,5347418112,1000
10,5375234048,1100
11,5375549440,1200
12,5375856640,1300
13,5370933248,1400
14,5370933248,1500
15,5370933248,1600
16,5370671104,1700
17,5376868352,1800
18,5376942080,1900
19,5377126400,2000
20,5377777664,2100
21,5378379776,2200
22,5378433024,2300
23,5379289088,2400
24,5375909888,2500
25,5378347008,2600
26,5378347008,2700
27,5378551808,2800
28,5378551808,2900
29,5378551808,3000
30,5387243520,3100
31,5387657216,3200
32,5387657216,3300
33,5393174528,3400
34,5393379328,3500
35,5394878464,3600
36,5395083264,3700
37,5395640320,3800
38,5397282816,3900
39,5396606976,4000
40,5395558400,4100
41,5395558400,4200
42,5395300352,4300
43,5395300352,4400
44,5395300352,4500
45,5395300352,4600
46,5395300352,4700
47,5395300352,4800
48,5396033536,4900
49,5396033536,5000
50,5396238336,5100
