,mem_usage,step,replay_usage
0,100,5501476864,0
1,200,5492285440,0
2,300,5495578624,0
3,400,5496766464,0
4,500,5500313600,0
5,600,5503643648,0
6,700,5501378560,0
7,800,5502599168,0
8,900,5499564032,0
9,1000,5502431232,0
10,1100,5539545088,0
11,1200,5567303680,0
12,1300,5569003520,0
13,1400,5568454656,0
14,1500,5569253376,0
15,1600,5570301952,0
16,1700,5571977216,0
17,1800,5573287936,0
18,1900,5574340608,0
19,2000,5575647232,0
20,2100,5576695808,0
21,2200,5578006528,0
22,2300,5577220096,0
23,2400,5577486336,0
24,2500,5578244096,0
25,2600,5578506240,0
26,2700,5579030528,0
27,2800,5604720640,0
28,2900,5605830656,0
29,3000,5606621184,0
30,3100,5607403520,0
31,3200,5608194048,0
32,3300,5608304640,0
33,3400,5608304640,0
34,3500,5608448000,0
35,3600,5608710144,0
36,3700,5609299968,0
37,3800,5609566208,0
38,3900,5609824256,0
39,4000,5610086400,0
40,4100,5610348544,0
41,4200,5610876928,0
42,4300,5611417600,0
43,4400,5612183552,0
44,4500,5612449792,0
45,4600,5613232128,0
46,4700,5613756416,0
47,4800,5614542848,0
48,4900,5615329280,0
49,5000,5735657472,0
