,mem_usage,step
0,8080543744,100
1,10420371456,200
2,12902531072,300
3,15076626432,400
4,17637396480,500
5,20009525248,600
6,22407962624,700
7,24736575488,800
8,27346587648,900
9,29774340096,1000
10,32328056832,1100
11,34599424000,1200
12,37169766400,1300
13,39624470528,1400
14,42103586816,1500
15,44583256064,1600
16,47068872704,1700
17,49634009088,1800
18,52023422976,1900
19,54506008576,2000
20,57142906880,2100
21,59573895168,2200
22,62219378688,2300
23,64683442176,2400
24,67244859392,2500
25,69773135872,2600
26,72251789312,2700
27,74670809088,2800
28,77219446784,2900
29,79856422912,3000
30,82260529152,3100
31,84876288000,3200
32,87333228544,3300
33,89840902144,3400
34,92354490368,3500
35,94814281728,3600
36,97439105024,3700
37,100025364480,3800
38,102504550400,3900
39,104948195328,4000
40,107501305856,4100
41,109923672064,4200
42,112384184320,4300
43,114961854464,4400
44,117497774080,4500
45,120089120768,4600
46,122599014400,4700
47,124970864640,4800
48,127661981696,4900
