,mem_usage,step,replay_usage
0,100,5345595392,0
1,200,5345861632,0
2,300,5346037760,0
3,400,5346254848,0
4,500,5346418688,0
5,600,5346607104,0
6,700,5346766848,0
7,800,5346910208,0
8,900,5346910208,0
9,1000,5356158976,0
10,1100,5356158976,0
11,1200,5356158976,0
12,1300,5356158976,0
13,1400,5356429312,0
14,1500,5356691456,0
15,1600,5356691456,0
16,1700,5356953600,0
17,1800,5356953600,0
18,1900,5357215744,0
19,2000,5366919168,0
20,2100,5376413696,0
21,2200,5376413696,0
22,2300,5376413696,0
23,2400,5376413696,0
24,2500,5376413696,0
25,2600,5376413696,0
26,2700,5376413696,0
27,2800,5376413696,0
28,2900,5376413696,0
29,3000,5365817344,0
30,3100,5365817344,0
31,3200,5366026240,0
32,3300,5366288384,0
33,3400,5366288384,0
34,3500,5366550528,0
35,3600,5366812672,0
36,3700,5366812672,0
37,3800,5367074816,0
38,3900,5367336960,0
39,4000,5366923264,0
40,4100,5366923264,0
41,4200,5366923264,0
42,4300,5366923264,0
43,4400,5366923264,0
44,4500,5366923264,0
45,4600,5366923264,0
46,4700,5366923264,0
47,4800,5366923264,0
48,4900,5366923264,0
49,5000,5375991808,0
50,5100,5376004096,0
51,5200,5376270336,0
52,5300,5376270336,0
53,5400,5376270336,0
54,5500,5376270336,0
55,5600,5376532480,0
56,5700,5376794624,0
57,5800,5376794624,0
58,5900,5377056768,0
59,6000,5370007552,0
60,6100,5366317056,0
61,6200,5366595584,0
62,6300,5366595584,0
63,6400,5366595584,0
64,6500,5366595584,0
65,6600,5366595584,0
66,6700,5366595584,0
67,6800,5366595584,0
68,6900,5366595584,0
69,7000,5366595584,0
70,7100,5375508480,0
71,7200,5373808640,0
72,7300,5366128640,0
73,7400,5366128640,0
74,7500,5366128640,0
75,7600,5366128640,0
76,7700,5366136832,0
77,7800,5366398976,0
78,7900,5366398976,0
79,8000,5366661120,0
80,8100,5366661120,0
81,8200,5367185408,0
82,8300,5377036288,0
83,8400,5377036288,0
84,8500,5377036288,0
85,8600,5377036288,0
86,8700,5377036288,0
87,8800,5377036288,0
88,8900,5377036288,0
89,9000,5377036288,0
90,9100,5377036288,0
91,9200,5377036288,0
92,9300,5375422464,0
93,9400,5378756608,0
94,9500,5378756608,0
95,9600,5378756608,0
96,9700,5378756608,0
97,9800,5378756608,0
98,9900,5378756608,0
99,10000,5378756608,0
