,mem_usage,step
0,100,5747474432
1,200,5956444160
2,300,6118170624
3,400,6262345728
4,500,6390534144
5,600,6496182272
6,700,6596587520
7,800,6684143616
8,900,6762262528
9,1000,6838542336
10,1100,6907498496
11,1200,6978531328
12,1300,7043538944
13,1400,7099396096
14,1500,7154688000
15,1600,7209476096
16,1700,7266103296
17,1800,7322202112
18,1900,7373582336
19,2000,7423123456
20,2100,7490785280
21,2200,7543214080
22,2300,7597469696
23,2400,7651471360
24,2500,7703638016
25,2600,7752400896
26,2700,7800631296
27,2800,7847817216
28,2900,7894216704
29,3000,7925411840
30,3100,7955038208
31,3200,7979409408
32,3300,8003788800
33,3400,8028164096
34,3500,8052547584
35,3600,8072990720
36,3700,8091078656
37,3800,8109428736
38,3900,8127770624
39,4000,8146120704
40,4100,8164212736
41,4200,8180199424
42,4300,8196714496
43,4400,8213753856
44,4500,8232103936
45,4600,8250454016
46,4700,8269066240
47,4800,8287674368
48,4900,8303296512
49,5000,8360239104
50,5100,8808583168
51,5200,9095925760
52,5300,9309569024
53,5400,9498238976
54,5500,9660051456
55,5600,9803440128
56,5700,9932640256
57,5800,10053902336
58,5900,10156511232
59,6000,10259656704
60,6100,10359140352
61,6200,10442534912
62,6300,10511224832
63,6400,10579369984
64,6500,10642284544
65,6600,10711494656
66,6700,10778857472
67,6800,10845171712
68,6900,10909638656
69,7000,10971213824
70,7100,11029106688
71,7200,11079102464
72,7300,11121733632
73,7400,11164622848
74,7500,11207254016
75,7600,11244617728
76,7700,11281723392
77,7800,11318304768
78,7900,11351748608
79,8000,11384901632
80,8100,11418066944
81,8200,11442786304
82,8300,11467522048
83,8400,11491733504
84,8500,11516485632
85,8600,11541458944
86,8700,11565932544
87,8800,11590668288
88,8900,11615662080
89,9000,11640135680
90,9100,11664871424
91,9200,11689873408
92,9300,11714342912
93,9400,11739344896
94,9500,11760660480
95,9600,11779342336
96,9700,11797766144
97,9800,11816710144
98,9900,11835392000
99,10000,11900895232
