,mem_usage,step
0,100,5132443648
1,200,5140951040
2,300,5347069952
3,400,5352194048
4,500,5357436928
5,600,5362679808
6,700,5367922688
7,800,5382946816
8,900,5387956224
9,1000,5393330176
10,1100,5398573056
11,1200,5404352512
12,1300,5412900864
13,1400,5421760512
14,1500,5430636544
15,1600,5438935040
16,1700,5447688192
17,1800,5456547840
18,1900,5460496384
19,2000,5465468928
20,2100,5495296000
21,2200,5503897600
22,2300,5513056256
23,2400,5524811776
24,2500,5532246016
25,2600,5542543360
26,2700,5552381952
27,2800,5561753600
28,2900,5571907584
29,3000,5581393920
30,3100,5591412736
31,3200,5601603584
32,3300,5611233280
33,3400,5620895744
34,3500,5632131072
35,3600,5640302592
36,3700,5650251776
37,3800,5660631040
38,3900,5670305792
39,4000,5681020928
40,4100,5691412480
41,4200,5701140480
42,4300,5710061568
43,4400,5719646208
44,4500,5729710080
45,4600,5739266048
46,4700,5749116928
47,4800,5759176704
48,4900,5769129984
49,5000,5779988480
