,mem_usage,step
0,100,6781145088
1,200,7969599488
2,300,9155510272
3,400,10345082880
4,500,11533619200
5,600,12722114560
6,700,13910622208
7,800,15098290176
8,900,16285663232
9,1000,17502220288
10,1100,18874548224
11,1200,19892318208
12,1300,21268643840
13,1400,22380265472
14,1500,23408037888
15,1600,24436834304
16,1700,25457156096
17,1800,26484703232
18,1900,27511709696
19,2000,28540010496
20,2100,29040287744
21,2200,29043572736
22,2300,29050658816
23,2400,29051445248
24,2500,29048205312
25,2600,29048205312
26,2700,29048205312
27,2800,29048561664
28,2900,29049085952
29,3000,29052039168
30,3100,29053280256
31,3200,29054853120
32,3300,29061935104
33,3400,29061935104
34,3500,29061935104
35,3600,29968973824
36,3700,30991855616
37,3800,32013725696
38,3900,32172138496
39,4000,32173846528
40,4100,32176156672
41,4200,32176267264
42,4300,32186142720
43,4400,32186822656
44,4500,32188919808
45,4600,32191541248
46,4700,32187834368
47,4800,32188166144
48,4900,32188395520
49,5000,32188919808
